text	TextBlob	OpLexicon
nulo cacete vota aecio tira dilma dessa porra	negativo	negativo
mano dilma cair segundo turno votam nela pelamor	negativo	positivo
dilma fez melhorar segurancata violento	negativo	negativo
dilma aecio neves vao segundo turno eleicoes presidenciais googl	negativo	negativo
dilma eleita censurando reclamacoes redes sociais voces querem outra ditadura vao frente votem nela	positivo	negativo
calma galera quase ainda faltam maioria nordeste dilma mudamaisbrasil	positivo	positivo
vcs votaram dilma pq nunca escutaram paramore votado luciana shows banda ia ser graca pq paramore gay	positivo	neutro
vcs merecem sofrer dilma presidencia	neutro	neutro
che puede perder dilma en segunda vuelta	negativo	negativo
aecio dilma nao sei pior	negativo	negativo
ahora si vamos dilma el proceso latinoamericano vivo nunca	positivo	positivo
aecio ainda pior dilma problema nao ninguem pra votar sao tudo lixo	negativo	negativo
impressionante ainda existe gente burra suficiente p votar dilma deixar ganhar	positivo	neutro
nao entra cabeca alguem consegue votar dilma brasileiro burro	negativo	negativo
dilma ganhar vou rir tanto mds	positivo	neutro
dilma ganhar saio pais	neutro	neutro
pessoas morrendo pq beto richa ganhou pr faz maior dilma presidencia oi bom senso manda lembrancas	negativo	positivo
povo burro votam dilma pqp	negativo	negativo
marina apoiar aecio falou apoio pode derrubar dilma	negativo	neutro
segundo turno dilma partido corrupto	negativo	negativo
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnopb eleicoes	positivo	positivo
obvio dilma piores governos ate agr opiniao ta tirando todo dinheiro pais	negativo	neutro
gente voces sao idiotas idiotas dilma nao ajuda ngm voces ainda votam nela	negativo	positivo
ganha bolsa familia sim nao alfabetizado pra votar dilma segundo turno gente vai virar bejao	negativo	negativo
minas gerais vergonha votar dilma pqp	neutro	negativo
dilma eleita so comprovacao brasileiro bicho burro eleger collor senador ainda pior	positivo	negativo
dilma ganhar	positivo	neutro
dilma aecio pior dificil decidir	negativo	negativo
asombrado con la alta votacion aecio neves igual en segunda vuelta gana dilma	positivo	neutro
cara povo brasileiro burro vao reeleger dilma novo	negativo	negativo
mundo ano passado fazer protesto ruas chega eleicoes vota dilma novamente comentarios	neutro	negativo
vivo plantao dilma aecio neves aparecem lado lado apuracoes urnas apuradas	positivo	positivo
colombo direto segundo turno reclama vida inteira bota culpa toda dilma esquece governador	positivo	neutro
n aguento terno vermelho dilma	positivo	positivo
claro aqui minas aecio ia perder pra dilma	neutro	negativo
genteeeeeeeee nao acredito dilma ta frente povo besta sentindo abismada	neutro	negativo
dilma novo serio voces votaram umbridge topete	negativo	neutro
recuso acreditar vcs vao votar dilma segundo turno recuso	neutro	negativo
tanta corrupcao governo dilma totalmente tolerante corrupcao nao nao tanta noticia	positivo	positivo
tipo dilma ganhar vou comecar organizar mudanca pra la pq pais nao jeito	positivo	neutro
digo nao importa dilma ganhar nordeste problema diferenca absurda numeros norte pex nao	negativo	neutro
votar pezao dilma gostar sofrer enfimmmm	neutro	neutro
nao sei podre dilma povo votou nela	positivo	negativo
torcer agora segundo turno votar aecio so quero q dilma saia poder	neutro	negativo
puta pariu pais fodidoooo dilma x aecio vao tomar cuuu	neutro	negativo
agora digam coisa valeram protestos todos continuaram votando dilma ser burro	negativo	negativo
cara aecio marina ganhar vou ficar mt feliz so nao quero dilma presidenta novo so	positivo	positivo
nao dilma deixar partido ta poder ha anos nao ta certo nao	negativo	neutro
assim dilma vai ganhar	positivo	neutro
dilma frente pesquisas boca urna siga tempo real apuracao globomihrjy	positivo	positivo
sinceramente nao suporto dilma aecio ganhar	positivo	neutro
ah yo le iba marina ni moido solo eso ojala pierda dilma	neutro	negativo
evidente grande maioria eleitores marina vao votar dilma segundo turno nao sei tucanos estao comemorando	positivo	negativo
vida nao ta facil dilma aecio segundo turno	neutro	positivo
der dilma novo povo burro fizer protestos ano vem reclamando disso vou botar fogo todo mundo amor deus	negativo	negativo
ainda nao favelada pra votar dilma	neutro	negativo
amizade acaba pessoa diz vai votar dilma	neutro	negativo
dilma ja ta ruim imagina aecio muitos aeroportos ny	negativo	negativo
dilma pode ate ganhar voto nao	positivo	neutro
diferenca dilma aecio otimista eleitor aecio imaginaria	positivo	negativo
dilma sapabonde ganhar	positivo	neutro
vc nao entendeu marina chance derrubar dilma segundo turno aecio	positivo	negativo
quero dilma foda velho	positivo	neutro
alienados votam dilma merecem ter pais corrupto vivem	negativo	negativo
voces pra ruas votaram dilma sao meio burrinhos ne ok	negativo	positivo
definitivamente brasileiro burro masoquista nao vergonha cara votar dilma bandida acabando nacao	neutro	negativo
mds aecio presidencia vai ser mil vezes pior q dilma	negativo	negativo
oq leva ser humano votar dilma pior votar alckimin ain nao vtnc	negativo	negativo
milhoes pessoas manifestacoes rua ano passado pedindo mudancas acabarem votando dilma jeito	neutro	negativo
aham aecio vai ser pior tdos sabem disso dilma fez coisa q tds pais ja ta cagado querem caga	positivo	negativo
favor vai tomar cu especial pra reclamou governo votou dilma pezao garotinho aecio etc	negativo	positivo
jornalistas apoiando dilma agora vindo fazer polemica q governo ta ruim	negativo	negativo
acho facil dilma enfrentar aecio marina segundo turno	positivo	positivo
cometi equivoco dilma liderando	neutro	negativo
dilma ganhar eleicoes mano	positivo	neutro
dilma venca vao todos tomar cu gigante permanece dormindo lorenabueri	positivo	negativo
vcs tao ai falando ai aelcio q ganhar pq bom dilma bosta corrupta faz nada vao falar msm coisa aerco ganhar	positivo	neutro
pensava q dilma poderia ganhar turno semana visto semana toma virada	positivo	neutro
dilma ganhar to pensando sair brasil to querendo ir morar erechim	positivo	neutro
pra dilma tb ficou complicado	negativo	negativo
italo votou italo dilma neto pq doido gostou governo italo parei pra	positivo	negativo
dilma aecio segundo turno cair cu bunda	neutro	positivo
nao votei ninguem nulo msm dilma aecio mil vezes dilma	positivo	negativo
separam dilma aecio segundo turno quase certo marina deve apoiar aecio tirar dilma poder	positivo	positivo
to vendo tudo dilma ganhar quero ver desgracado reclamando alguma coisa pois jeito	neutro	negativo
independente tarso sartori caso dilma eleita ambos terao apoio governo	neutro	neutro
aguentou anos lula dilma nao pode apavorar aecio	negativo	positivo
espero dilma ganhe eleicao vem luciana genro venha so outro partido porque ne	positivo	negativo
todos protestos ainda vao votar dilma tudo atoa entao tendi	neutro	negativo
so nao votar nulo dilma segundo turno vote aecio nao vai arrepender	negativo	negativo
dilma nao vai ganhar nao vai voces nao podem ser tao hipocritas ponto reeleger mulher	negativo	neutro
dilma pode ate nao ser otima perfeita certeza aecio eh bem pior	positivo	negativo
pra votar ladrao melhor votar menos pior dilma	negativo	negativo
pessoas hipocritas manifestacoes ano passado apoiaram votaram dilma hoje merecem enorme tapa ca cara	positivo	negativo
aecio governa elites dilma pobres continuo pobre entao	negativo	negativo
dilma aecio marina luciana esperanca pais melhor termina hoje pra voltar daqui anos euvoteimarina	positivo	positivo
ufa pedindo votos aecio fiquei medo dilma ganhar porque maquina maos mente	positivo	neutro
negos aqui votam tudo dilma maluco kjjjjjjjjjjjjjjjjjjjj	negativo	negativo
dilma mil vezes melhor aecio gente nao idiotas	positivo	positivo
dilma x aecio acho vou meter belo urna segundo turno	positivo	positivo
escolher aecio dilma escolher entro sujo mal lavado	negativo	neutro
defendendo dilma nao significa votou nela votou motivo certo	positivo	positivo
pro aecio ganhar prefiro dilma	positivo	neutro
dilma ganhar quero morar outro pais	positivo	neutro
marina vai apoiar segundo turno aecio dilma	neutro	positivo
nao acredito dilma ta frente aecio apuracoes deus povo ser burro pra eleger dilma novo	negativo	negativo
opiniao dilma vencer favor nao reclamem nada ate porque chances voces mudar br pro lixo	positivo	negativo
fala serio dilma mto sortuda alem tah frente pesquisas ja apertou mao messiaffs	neutro	neutro
visao acho q eleitor marina vota dilma segundo turno espero enganar	negativo	neutro
dilma vai ganhar merda vai afundar ainda brasil tontos	positivo	positivo
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnomg eleicoes	positivo	positivo
mano desses protestos todos dilma ainda ganhar povo vai precisar vergonha cara	positivo	neutro
dilma frente adianto manifestacoes ano passado	neutro	negativo
dilma frente pra voces pra rua ano passado	neutro	negativo
questao diferenca aecio dilma pouca urnas nordeste ainda sao atrasadas so sul	negativo	positivo
votar dilma gostar sofrer	neutro	neutro
galera tanto odio dilma faz cego nao procura saber outros candidatos lamentavel	negativo	negativo
dilma nao pode ganhar merda dessas eleicao	negativo	neutro
aecio pior dilma entendam	negativo	negativo
dilma ganhar eleicoes vou so ter certeza brasileiro bicho burro segura ano vem	positivo	negativo
impressionante avanco aecio segundo lugar proximo dilma apoio marina	positivo	positivo
chamam acefalo votar dilma elegem alckmin hahahahahaha nao tens moral hehehe	positivo	negativo
dilma ganhar parada nao quero saber ninguem protestando nunca vidaaaa	positivo	neutro
dilma vagabunda ganhar	positivo	neutro
marinasilva nao ganhar dilma vou torcer pro aecio passar	negativo	neutro
otimista psdb imaginava cenario diferenca so dilma aecio vai mudar cenario ja surpreendeu	positivo	negativo
fizeram manifestacoes ano passado votam dilma ano impossivel entender vcs	negativo	negativo
quero ver agora turno mesmas milhares pessoas sairam rua protestar vao votar dilma dps nao venha cm mimimi	neutro	negativo
reclama dilma porra querem aecio pior	negativo	negativo
ultimominuto boca urna dilma rousseff aecio neves marina silva brasildecide bravo	neutro	neutro
mal assessorada ne bem diferente dilma	negativo	neutro
analisar classes sociais sim obviedade classe pensante pais votou aecio dilma bom ja ideia	positivo	positivo
segundo turno dilma aecio vou votar satanas	neutro	negativo
vamos la dilma acre apenas apuracao	neutro	negativo
pessoal dilma aecio cade diferenca toda apurado	positivo	positivo
dilma ganhando slc vergonhoso	positivo	negativo
sei n dilma	negativo	negativo
voces falam quer mudar brasil votam dilma nao sei mula voces	neutro	negativo
dilma ganhar sinto mto pra vc brasileiro q jogou voto lixo segunda vez tendo oportunidade tentar fzr brasil melhor	positivo	positivo
votar dilma segundo turno porque resta menos continuaremos ter dilma bolada lacrando	negativo	negativo
rt urnas apuradas dilma x aecio inacreditavel	negativo	neutro
gente aecio odeio homem vcs acham ganhar vai ser melhor dilma olha partido fez sp	neutro	neutro
brasileiro povo otario viu puta merda pra faz protesto vota dilma caralho vao foder	negativo	negativo
dilma focou ataques marina aecio cresceu livre segundo turno metralhadora pt volta pra vamos ver fica	positivo	neutro
parem odiar aecio vao tomar cu querem dilma acazo	positivo	neutro
dilma nao eleita vou rir tanto cara desse menino serio passarei mal	negativo	neutro
nao consigo votar dilma	neutro	negativo
vejo sondagem vs dilma basta acrescentar pontos aecio sao necessarios	positivo	positivo
so digo coisa pra otarios votarao dilma vao fude otario bando idiota	negativo	negativo
gente subam apoiar p aecio dilma ta fodida marinaapoiaaecio	negativo	positivo
dilma aecio prefiro morto	negativo	negativo
todas estados sul dao aecio empate proximo ceara estados proximos dilma estranho ne	positivo	neutro
dilma nao pode ganhar caralho	negativo	neutro
dilma ganhar vou mudar pra jamaica	positivo	neutro
ta falando tv dilma aecio vao pro segundo turno	neutro	negativo
povo burro ta votando dilma nao vem reclamar nao fez nada	negativo	negativo
ja to ate vendo dilma vai ganhar povo vergonha	positivo	neutro
apuracao tempo real ac dilma lugar urnas apuradas placareleicoesuolbrturnoac apuracao estado eleicoes	neutro	positivo
so volto amar tirar dilma icon	positivo	positivo
dilma aecio vao tomar cu	neutro	negativo
feliz paulo triste conta aecio dilma	positivo	neutro
aecio dilma turno p gnahar luciana genro nada eh bom neh so fdp af tudo puta viado	positivo	positivo
ah dilma pior aecio vcs sao retardados so vejo xingamentos nada argumentos	negativo	neutro
votar dilma pra presidente mesma coisa votar octavian pra pretor	neutro	negativo
gente aecio dilma p segundo turno ces vao escolher titica merda ne	negativo	negativo
estranho todo lugar aecio agora apuracao nada dilma la cima dizem nao manipulacao votos	negativo	neutro
prefiro dilma aecio deus livre	positivo	neutro
tava ganhando dilma segundo turno ai dilma comecou difamar programa eleitoral povo mudou lado	negativo	negativo
vergonha viver pais bando escroto vota dilma tiririca dps reclama merda nao vai pra frente	negativo	negativo
ai brasil tanta coisa boa mimimi vc mora aqui devia amar paporra segundo turno aecio dilma gente burra odeio brasil	negativo	positivo
urnas aecio quase empatado dilma genro sinal bem diferente ibope hein nao conseguiram enganar nacao chupem	neutro	neutro
segundo turno volto dilma vou colocar povo daqui casa pra votar tb amor aecio naooooooooooo	positivo	negativo
sul brasil dilma so vence rs lamentavel	negativo	negativo
apuracao tempo real dilma lugar urnas apuradas	positivo	positivo
bem nervoso diferenca dilma aecio	neutro	negativo
aecio fizesse campanha menos razoavel aqui pe conseguiria empate tecnico dilma pena nao conseguiu filiados	negativo	neutro
fico pensando pessoas cabeca votar dilma	neutro	negativo
melhor dilma q marina tbh	positivo	positivo
pra dilma pra aecio diferenca mto pequena pra apurado ja	negativo	positivo
dilma primeiro lugar votos concluido brasileiro ser burro planeta	negativo	negativo
estado sp fazendo bonito aecio dilma rejeicao total pt	positivo	positivo
amor lu so votaram nao queria votar branco pq resto falava apenas aparecer votou dilma	positivo	negativo
vamos precisar fazer muita muita campanha dilma sao paulo vamos segundo turno tudo galera	negativo	positivo
dilma n fez prr nenhuma aecio so quer saber rico marina contra gays so presidente fdpta	positivo	positivo
brssileiros sao tudo hipocritas reclamam p caralho dilma ainda votam nessa fdp	neutro	positivo
cara ver votos norte brasil vergonhoso ver pessoal ainda vota dilma	neutro	negativo
aaae dilma putinha vai perder	negativo	negativo
gente marina apoiar dilma segundo turno senao merda	negativo	positivo
agora so falta povo votou marina votar dilma	negativo	negativo
dilma gigante ta meio sonolento eleicoes	negativo	negativo
ainda tempo falar pegadinha vao marina dilma pro segundo turno	negativo	negativo
dilma vai ganhar bolsa familia sempre vence	positivo	neutro
engracado pq n conheco ninguem voto dilma	positivo	positivo
todo rebu rebolico pra dilma ganhar fico cara real vcs	positivo	positivo
vou ter votar aecio pra nao votar dilma	neutro	negativo
usar termo adoram dilma aecio tecnicamente empatados ibopefail datafolhafail eleicoes	positivo	positivo
porra dilma so vai ganhar merda causa bolsa familia	negativo	neutro
dilma rousseff encabeza sondeo boca urna en brasil del partido los trabajadores pt con el los votos seguido neves	neutro	negativo
metade timeline xingando votou dilma metade timeline xingando votou aecio to aqui assistindo porno gay	positivo	neutro
dilma nao cu felho pota votaram nela merda ta errado deve ta errado porcentagem	negativo	negativo
lembrando faltam apurar sao maior parte norte nordeste dilma deve terminar primeiro turno casa	positivo	positivo
neste momento resultado presidente dilma aecio neves marina silva ate presente momento	neutro	neutro
cara dilma vai ganhar povinho q n quer q brasil va pra frente	positivo	neutro
acho pior tudo reinado dilma presidenta ser vaiada copa nao mostrar caras	negativo	negativo
postou vemprarua ano passado votou dilma exatamente	positivo	negativo
nordeste fode brasil puta merda nao ser pernambuco todos outros estados sao dilma estourado	negativo	neutro
quase certeza trapacearam nessas eleicoes nao dilma ganhar novo gente povo odeia	positivo	neutro
mano dilma n pode ganhar	positivo	neutro
aecio ganhar gente burra vota dilma so causa bolsa familia	negativo	neutro
pra votou dilma parabens vc ignorante	neutro	negativo
marina surgiu comocao morte campos cacife politico humilde opiniao dilma x aecio turno	negativo	neutro
aecio ja chegou dilma troco estranho falem ai filhos puta datafolha ibope	negativo	neutro
triste ter sair casa so pra votar dilma aecio	negativo	negativo
ta loka aecio pior dilma socorro	negativo	negativo
voces tao dizendo dilma aecio segundo turno morte horrivel dilma marina ces iam votar marina ue	negativo	negativo
segundo turno pra dilma aecio iria votar	negativo	negativo
apuracao tempo real ce dilma lugar urnas apuradas placareleicoesuolbrturnoce apuracao estado eleicoes	positivo	positivo
estado sao paulo nacional dilma aecio nacional	positivo	positivo
dilma aecio pois ne gigante acordou	neutro	neutro
marina apoiar aecio voto nele aqls hahahahahahaa apoiar dilma anulo voto ahhahaahahahahaha	neutro	positivo
nmrl porra deve ter merda cabeca p votar dilma	negativo	negativo
dilma ganhar vou embora pais	positivo	neutro
dilma ganhando melhor governador minas minas ops	positivo	positivo
nao acredito ser verdade absurdo nd turno dilma aecio eleicoes	positivo	negativo
dilma menos pior ne gente	negativo	negativo
amores vamos parar culpar nordesteaste pq dilma vai ganhar vamos parar ta feio	positivo	negativo
sinceramente nao suporto dilma aecio ganhar	positivo	neutro
so falta dilma ganhar merda	positivo	neutro
aecio nao fez bosta nenhuma piedade nao votem aecio qualquer melhor dilma ate pastor	positivo	positivo
aecio tudo bom protesto ano passado todo mundo pra rua invadiu planalto pra votar dilma denovo	positivo	negativo
dilma ganhar provavelmente vai acontecer veja ja vai chorar dizendo golpe ditadura comunista	positivo	neutro
espero dilma reeleja menos coisas nao vao piorar tanto quanto vai piorar trocar governo	negativo	negativo
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnopr eleicoes	positivo	positivo
brazilie blijft dilma roussef aan macht in brazili ruim miljoen brazilianen kiezen vandaag een nieuwe dlvrittnmx	positivo	negativo
dilma x aecio vai ser fodido segundo turno	negativo	negativo
ce ta falando dilma informe senao prestarei servico pra voce	positivo	negativo
feli dilma frente oh povo lindo amor	positivo	positivo
dilma ganhar vou torcer pro brasileiro foder x anos pt governo pra acabar	positivo	neutro
dilma aecio ate agora certo segundo turno sera dessa vez pt cai	positivo	positivo
voces querem pais menos ruim vote dilma	negativo	negativo
tp vai ter turno eleitores marina dificilmente votam dilma vao td correr p aecio tt	negativo	negativo
povo votando dilma pq medo perder bolsa famila tao ai pro futuro brasil	negativo	negativo
so acho q dilma vai ganhar todo mundo fala mal hora votar vota dilma	positivo	negativo
melhor dilma marina acho	positivo	positivo
sim aecio cara roubou horrores governador minas dilma aecio sao farinha saco	neutro	positivo
tia dilma vai segundo turno vai ganhar	positivo	neutro
dilma primeiro vou dilma segundo aecio nao voto nessa eleicao unicornio chamado abelardo sonho	positivo	neutro
pt responsavel dois maiores escandalos politica envolvendo petrobras cuzao ainda reelege dilma	positivo	positivo
brasil foda ne fazem mil protestos pra votar merda dilma pfvrrrrrr ne	negativo	negativo
ultimo des comeco marina aecio dilma certeza melhor	positivo	positivo
nao acho dilma terror economia particularmente aqui estado todos odeiam pt entao aecio pra mim melhor	positivo	positivo
nao vou aguentar semana tretas aecio x dilma vais er horrivel deus qu horrivel aecio vc horriveeeeeeeeeeeeeeeeeeeeel	negativo	negativo
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnosp eleicoes	positivo	positivo
segundo turno dilma x aecio vez pesquisas errando feio vantagem dilma	negativo	negativo
gente reset brasil pq dilma aecio quero brincar	neutro	positivo
vtnc voces coragem votar dilma	neutro	negativo
chamou atencao espirito santo aecio psdb dilma pt	neutro	positivo
dilma aecio prefiro mudar pro oriente medio	neutro	neutro
dilma aecio inacreditavel sentindo curiosa	negativo	neutro
n mano dilma ta ganhando velho	positivo	neutro
dilma aecio marina acho nao certo	negativo	positivo
dilma ganhando serio	negativo	neutro
n to acreditando q vou ter q sair casa pra ir votar segundo turno dilma aecio	negativo	negativo
pqp gente imbecil dilma ta frente	negativo	negativo
dilma vai ganhar pronto vamos aceitar	positivo	neutro
criminalidade recorde impunidade brasil inteiro sao frutos leis lula leis dilma incl lei impunidade	neutro	positivo
povo todo p rua ano passado falar mal dilma votaram nela novo ai ai	negativo	negativo
eduardo jorge podia atropelar dilma bike ne	neutro	negativo
toda manifestacao protestos brasilia pra chegar hoje dilma ta frente povo estupido	negativo	negativo
ate agora dando dilma aecio lara segundo turno recuso votar aecio eleicoes	neutro	negativo
conformado derrota marina porem feliz pessimo resultado dilma rousseff segundo turno	positivo	negativo
lobao diz saira brasil dilma ganhar garante vitoria pt primeiro turno	positivo	neutro
euvoteimarina dilma aecio segundo turno praticamente infelizmente agora escolher menos pior	negativo	negativo
existe especie burra ignorante cara pau pessoas sairam ruas protestar agora votaram dilma	neutro	negativo
vai fude vo voto dilma puta q pariu q desgosto vo chora nao acredito	negativo	negativo
segundo turno pra presidencia vichi voto nulo acho dilma ja	negativo	negativo
disparada marina surpreendente chegada aecio segundo turno tao perto dilma sao sinais mesma insatisfacao	positivo	positivo
dois melhores amigos pelotas rindo vitoria dilma nordeste pq voto pobre	positivo	negativo
gente rapidinho saiba protestos ano passado nao direcionados dilma sim todos politicos corruptos	negativo	negativo
parcial dilma lidera aecio marina oestarxrdir bueiros pavoroso	negativo	positivo
dilma nao ganhar vou ficar cheia magoa cabocla	negativo	neutro
ne rt serio msm vcs preferem aecio dilma	negativo	neutro
cara to falando dilma nao deveria ganhar pq msm jeito melhorou algumas escolas fudeu brasil	negativo	neutro
so digo coisa segundo turno vai ser bocada dilma vai ter mexer pra ganhar	positivo	neutro
nao to crendo obrigado votar dilma so pra nao votar aecio	negativo	negativo
melhor q anos dilma	positivo	positivo
bom gente certeza nao ganha dilma	positivo	positivo
pior dilma presidencia so aecio	negativo	negativo
presidente apurado todo brasil dilma aecio marina coberturabgdrogariapaiva	neutro	positivo
antes povo tava protestando ruas hoje vao la votam dilma	neutro	negativo
dilma ganhar vai dancar your body aguilera	positivo	neutro
so oque faltava dilma ganhar novo	positivo	neutro
euvoteimarina recuso votar dilma aecio votarei nulo igual votei hoje senador governador	neutro	negativo
calma nordeste so apuracao presidente dilma ainda deve aumentar diferenca	positivo	positivo
quero ver evangelicos votaram marina votar dilma segundo turno vai dar aecio chupaessamangadilma	negativo	negativo
n pq q vc n qr dilma poder q vc q querer drogado aecio songa monga marina	positivo	negativo
dilma ganhando inacreditavel	positivo	neutro
certo alguns estados nordeste nao engano piaui dilma votos	positivo	positivo
ate pq ideias aecio sao completamente contrarias luciana dilma sao maioira parecidas	positivo	positivo
querem pagar intelectuais sabem melhor sociedade vota dilma ai cu hein	positivo	positivo
bem poderia so ficar livre dessa dilma	positivo	neutro
nao jeito dilma aecio vao pro segundo turno oficial	neutro	negativo
dilma perigando perder segundo turno	neutro	negativo
aecio bem fodinha bem q podia ganhar esfregar sambar chicotear dilma ne pse emabiggestfansjustinbieber	neutro	neutro
coerencia ir ruas protestar votar dilma nao entendo serio pais continua merda	negativo	negativo
voces falam quer mudar brasil votam dilma nao sei mula voces	neutro	negativo
interessante pesquisas ate ontem davam diferenca maiorentre dilma segundo colocado ainda indefinido	positivo	neutro
so velho vota dilma	positivo	neutro
mariana ta migs dilma capaz ganhar fazer estadios papelao imagina q loko	positivo	positivo
povo vaiaram tanto dilma falaram tanto pra ir la votar nela vai entender hahaha	positivo	negativo
ai gente enfim ces sao show tai mimimi classe media alta odeio pt dilma daqui pouco cara vcs	positivo	positivo
dilma vai ganhar bosta infelizmente	positivo	neutro
pra ver dilma perder eleicao voto ate capeta	neutro	negativo
fizeram muitos protestos eleger dilma novamente vao tomar vergonha cara povo	positivo	negativo
noss q tristeza ver q segundo turno aecio dilma ate marina melhor q aecio	positivo	positivo
sobre dilma aecio segundo turno gigante voltou dormir berco esplendido	positivo	positivo
dilma aecio dilmapravencer euvoteimarina problema gigante ter dormido hora errada	neutro	neutro
governo pt mudou brasil votar dilma garantia pais seguir mudando	neutro	negativo
dilma ainda vai subir pouco maioria votos faltam ser computados sao norte nordeste s	negativo	positivo
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnoma eleicoes	positivo	positivo
diz q nao votou dilma ai pq odeia beneficia programas mimimi cara tbm posso gostar outros	negativo	positivo
aecio dilma segundo turno vou anular cheio politicos vagabundos safados marina tb nao ia valer pena	negativo	negativo
faz show espetaculo pra votar dilma alckmin	neutro	negativo
nesse caso melhor dilma ganhe pq olha	positivo	positivo
apurado aecio dilma chefe	neutro	positivo
gigante acordou votaram dilma novo	neutro	neutro
gente parem achar dilma culpada ate clima seco ta feio	negativo	negativo
dilma ganhar vai ter ditadura cubana aqui brasil ehauheauheua	positivo	neutro
bem dilma ganhar poderia trazer copa pra ca novo ne	positivo	neutro
dilma ganhar fazer oq marina quer acabar religiaocu	positivo	neutro
aff ridiculo tratantes toda baderna ano passado pra agora dilma estar ganhando voces sao escoria povo falso	negativo	negativo
parada presidente vai segundo turno menos mal der pq povo votou marina vai votar aecio ae dilma nao ganha	negativo	negativo
dilma ganhar vou dizer mexico	positivo	neutro
garotinhopezao dilma ganharem desisto vcs serio	neutro	neutro
serio msm vcs preferem aecio dilma	positivo	neutro
estranho conheco ninguem votou dilma	negativo	neutro
aecio perdendo minas surrando dilma sao paulo eleicoes	negativo	positivo
dilma aecio qualquer ganhar sera merda brasil	positivo	neutro
dilma vai ganhar vamos continuar bolsa fa porra	positivo	neutro
todos dias vejo gente falando mal dilma nao sao poucas assim tanto voto entender	negativo	positivo
dilma ganhar vou botar culpa mae pro resto reeleicao	positivo	neutro
votar dilma mt falta vergonha cara povo parece gostam sofrer	neutro	negativo
pra mim dilma marina sao tudo farinha saco aecio menos pior acho	negativo	neutro
grande problema segundo turno dilma aecio vota marina votar aecio agt ta fudido ne	positivo	negativo
querem mudanca caralho coisa nao fazem nada dilma novo brasileiro burro	negativo	negativo
melhor ouvir ser surdo falar melhores presidentes ate hj lula dilma ta brincadeira	positivo	positivo
pra mim nao	negativo	neutro
odio vejo alguem postando algo positivo sobre dilma caralho onde ta fazendo coisas foradilma forapt	negativo	positivo
dilma ganhar vou ri mt desculpa ja sabia brasileira otario dms	positivo	neutro
dilma ganhar porra viro vandala	positivo	neutro
aecio dilma marina aecio mta chance ganhar turno	positivo	neutro
nao entendo porque pessoas vaiarem tanto dilma pra continuar votando nela povo burro	negativo	negativo
pior pessoal votando aecio pra tirar dilma gente	negativo	negativo
tipo acho escroto votar dilma contrabando outra pessoa favor boa	positivo	negativo
bom vemos ate agora amores nova presidenta dilma parabens brasil	positivo	positivo
mineiros votaram dilma oq errado gente	positivo	negativo
dilma aecio pior cenario ne	negativo	negativo
vc escolher aecio dilma calibre arma vai usar pra matar	neutro	positivo
fude diz votar dilma melhor nada ser roubado viver ilusao bolsa familia	positivo	negativo
dilma ganhar vou votar canada pra mudar	positivo	negativo
dai pessoal vem falar pra n votar dilma votou nulo	neutro	negativo
espero marina nao ganhe pq nao brasil vai ficar pior governo dilma	negativo	negativo
povo vota dilma medo perder bolsa familia zzzzzzz ate parece	neutro	negativo
ter escolher dilma aecio viver drama suicida nao sabe melhor tomar veneno enforcar	positivo	neutro
mentira povo ainda votou dilma povo pior mulher malandro desgraca	negativo	negativo
cabrita dilma vai ganhar pqp	positivo	neutro
dilma ta ganhando pouco penso q votos contra dividiram marina aecio turno mts votos marina vao pra	positivo	negativo
ate fidelix poderia ganhar menos dilma aecio uu	negativo	neutro
nao adianta nada falarem mal dilma voces nao tao votando nao vao mudar brasil xingando mulher	negativo	negativo
reclamaram q pais tava ruim dilma assim dilma ta ganhando q povo idiota	negativo	negativo
boa acho q aecio vai ganhar qm votou outros acho dificil irem pra dilma	positivo	negativo
brasil ta bosta dilma ganhar vish pensa bosta ke vai continuar	positivo	neutro
quer ver mudanca votando dilma ai ser humano enjoa	positivo	positivo
aecio proposta debate so atacar dilma marina propostas zero	neutro	neutro
galera nordeste dilma fez brasil perder copa lembrem	neutro	negativo
serio dilma aecio estao frente af merda nao sei pra protesto	negativo	neutro
serio acordei cedo pra ver dilma ganhar	positivo	neutro
nao adianta ir pra rua leao votar jumento so dizer votou dilma d y	neutro	negativo
pior tomar copa anos dilma	negativo	negativo
logico dilma ganhando minas ja sabemos aecio fez aqui alias nao fez	neutro	neutro
ces devem ter merda cabeca pra votar dilma ne	negativo	negativo
voces votam dilma pra protesto ano passado hipocritas trocar candidato corrupto adiantar	negativo	negativo
inacreditavel dilma ganhando	positivo	neutro
to besta apuracao pra presidente aecio cinco pontos dilma dona dayanne cartomante famosa df previsto	positivo	negativo
pt ate morte desculpa dilma vai ganhar nao chororo amores	positivo	neutro
brasileiro burro puta pariu dilma novo pt fazendo festa planalto voto nao ia fazer diferenca nessa porcaria	negativo	negativo
dilma fez ano passado causa marco feliciano ninguem lembra logico	neutro	negativo
gurizada fez muvuca protesto pra votar dilma	neutro	negativo
