Text,Sentiment,free
votar preferia dilma pq aecio quer privatizar muita coisa governo ja envolvimento corrupcao,Negative,Negative
brasil agora encontramos cerca populacao burrice votar novamente porcaria dilma,Negative,Negative
quero ver dilma fizer bosta ai tds votaram nela vao reclamar,Negative,Negative
faz protesto poha pra chegar hoje votar dilma,Negative,Negative
vaiaram dilma vezes diante todo mundo agora ta vencendo dnv nunca vi brasileiro burro ainda bem ny,Negative,Negative
vcs tacam pau dilma agora q chance aecio ser eleito ficam reclamanto vao tomar cu tbm caralho,Negative,Negative
vote nulo q aecio tao pior quanto dilma,Negative,Negative
nulo vai pra dilma caso cargo amiga,Negative,Negative
acho vou ter q votar dilma turno ainda nao aeroporto particular,Negative,Negative
olha porra brasil ta vcs ainda vao ter coragem votar dilma novo pra continuar mesma bosta ta,Negative,Negative
povo burro sabe dilma terrorista epoca ditadura,Negative,Negative
td p chegar hoje votar dilma,Negative,Negative
sera eleitores dilma vergonha votar nela escondem todo periodo eleitoral,Negative,Negative
dilma presidente descente investido educacao ninguem burro ponto votar dilma,Negative,Negative
prefiro votar dilma aecio cara fez aeroporto dinheiro publico ate entao vejo denuncias contra pt nao contra dilma,Negative,Negative
assim pessoal fala bonito protestar votar dilma acho idiota maior protesto anular voto,Negative,Negative
voces ai reclamando nao saber votar dilma aecio segundo turno pra governador ta ai ne,Negative,Negative
necessidade votar dilma gente querem destruir sobrou pais,Negative,Negative
aqui crendo q segundo turno dilma marina rabo preso,Negative,Negative
deus vc existe faca c q dilma ganhe nao vc vai ver comigo viado fanfarrao,Negative,Negative
verdade nada pode ser pior dilma brasil acho aecio conseguiria tamanha proeza,Negative,Negative
brasileiro gosta foder vai tomar cu votar dilma rousseff novamente pqp,Negative,Negative
outra vcs entendessem minimo politica saberiam merda aecio podem acreditar sim pior dilma,Negative,Negative
to revoltada prima sei q anular vou ajudar capeta dilma revoltante,Negative,Negative
ia votar luciana genro preferia nao ajudar eleger marina entao jeito votar dilma ruim pior,Negative,Negative
dica pra dilma agora corta bolsa familia fies aumenta preco combustivel tudo pra boa licao nesse povo hipocrita,Negative,Negative
voto dilma segundo turno nego votar aecio,Negative,Negative
aecio dilma segundo turno vou votar opcao qria estar morta,Negative,Negative
anular jamais diminuindo numero aumenta ponto ditadura vote aecio pra dilma vazar,Negative,Negative
n entendo povo brasileiro torto direito reclamaram dilma agora vao la votam nela,Negative,Negative
dilma vencer tb pode mudar,Negative,Negative
povinho merda votouvai votar dilma certeza tava protestos ano passado falo nada,Negative,Negative
fazem protesto caralho pra chegar hoje votar dilma,Negative,Negative
dilma aecio pior,Negative,Negative
dilma menosprezou forca aecio meteu bucha so marina sephodeu,Negative,Negative
gente hipocrita vaiando dilma durante copa inteira dizendo nao faz nada agora vota nela,Negative,Negative
entao dilma classe media baixa sociedade vcs riquinhos nao ficam contentes nada vao tomar c,Negative,Negative
pior aercio dilma pqp,Negative,Negative
pai votou dilma homem louco,Negative,Negative
passa ano inteiro protestando pra chegar eleicao votar dilma novo,Negative,Negative
povo burro voto dilma,Negative,Negative
deveria votar aecinho pq burguezinho penso vcs pobres vou votar dilma okay,Negative,Negative
estudo pronatec preciso votar dilma hem,Negative,Negative
retracto con aquello la primerisima opcion dilma segunda vuelta totalmente abierta maana sube el bovespa,Negative,Negative
anular jamais diminuindo numero aumenta ponto ditadura vote aecio pra dilma vazar,Negative,Negative
to derrubado causa oliviosartori vai ganhartarso nao onde tirar votosagora dilma precisa marina,Negative,Negative
vai ser dilma aecio vou ter anular voto,Negative,Negative
dilma assaltante,Negative,Negative
dilma hora dessas deve estar rindo atoa pensando ai trouxas vou roubar anos,Negative,Negative
pior q ta n fica dilma n vai fazer nd tb nao prefiro aecio,Negative,Negative
pior segundo turno vai ter monte gente votando aecio so porque anti pt fica falando dilma,Negative,Negative
vergonha alheia dessas pessoas votaram dilma ta loco povo burro,Negative,Negative
metade pessoal tava ruas junho ano passado protestando votou dilma otarios,Negative,Negative
jeito esperar segundo turno torcer pra votou marina nao votar lixo dilma,Negative,Negative
segundo turno vai ficar dilma aecio maioria votou marina vai votar aecio,Negative,Negative
impossivel prever pesquisa datafolha turno deu dilma x serra,Negative,Negative
brasilenecesitan un despertar la conciencia retrocederan al coloniaje imperial presidenciaisnobrasil dilma vencera con su pueblo,Negative,Negative
turno dilma aecio jesus agora votar,Negative,Negative
globonews pare disfarcar aecio perder mg pra dilma vexa pronto,Negative,Negative
tudo aconteceu ultimos anos ainda existem pessoas votaram dilma bando burro,Negative,Negative
dilma x aecio turno entao vou votar novo,Negative,Negative
sei pior aecio dilma dificil ano vem negocio sera foda pior maneira possivel,Negative,Negative
dilma aecio vao foderrrrrrr,Negative,Negative
proximo q falar q metro falta agua falencia usp culpa dilma q tucanada menos pior la vou chegar voadora,Negative,Negative
timeline ta dilma vs aecio ta dando desgosto,Negative,Negative
nao defendo dilma nao vou contra porque ta ruim entao,Negative,Negative
dilma aecio definitivamente n sei pior tt,Negative,Negative
juro nao entendo pessual ano passado fez td protesto ainda votaram dilma entender,Negative,Negative
agora resta fazer votar aecio segundo turno pq dilma novo nao,Negative,Negative
tudo pra chegar hoje votar dilma,Negative,Negative
vendo dilma quase votos pergunto sabe burro voce todo mundo ai foder,Negative,Negative
votaria dilma,Negative,Negative
n acredito vai ter seg turno dilma confirmada so falta ver vai disputar c nao acredito brasileiro td burro msm,Negative,Negative
pessoas estao criticando votou dilma certeza votaram aecio lamentavel,Negative,Negative
pessoal fala mal dilma so ve coisas ruim fez coisas boas tchum mereco n,Negative,Negative
pior tudo saber mae votou aecio simplesmente querer votar dilma,Negative,Negative
foda mina pobre ainda filho cara pobre ainda ai ganha bolsa familia vota dilma pra nao perder dinheiro,Negative,Negative
parabens brasileiros fizeram protestos manifestacoes chegar dia votar dilma parabens,Negative,Negative
gigante anda mt acordado msm protestaram p brasil melhorar votaram dilma vao reclamar anos novo,Negative,Negative
sinceramente nao sei votar dilma aecio nao queria nenhum segundo turno,Negative,Negative
dificil porem prefiro aecio dilma,Negative,Negative
aecio dilma segundo turno nao sei pior,Negative,Negative
dilma governa pros pobre to aqui pobre ainda,Negative,Negative
to acompanhando eleicao pq vai ser dilma aecio porque brasileiro burro,Negative,Negative
brasilia dilma terceiro nao diga brasiliense nao sabe votar,Negative,Negative
vao parte vai todos menos dilma ainda ta frente pesquisas pra turno,Negative,Negative
ver dilma aecio segundo turno enjoo so nao vou perder tempo pra ir votar segundo turno,Negative,Negative
si el mostro ese le pesa con la diestra y la quedo tercera tambien muy dificil la re dilma,Negative,Negative
pessoal votou dilma deveria ser exilado,Negative,Negative
dilma aecio ta dificil viu,Negative,Negative
deus sei pior dilma aecio,Negative,Negative
menos pior pezao crivella dilma aecio agoraficoudificil,Negative,Negative
quadro bem negativo pro pt nessas eleicoes dilma pode ate suar bastante vencer derrotas simbolicas principalmente senado,Negative,Negative
dilema ano dilma aecio pior,Negative,Negative
queria marina vai dar aecio tomara povo n tao burro segundo turno faca coisa certa pt dilma,Negative,Negative
tudo pra chegar hoje votar dilma,Negative,Negative
povo burro turno votos pr dilma brasil,Negative,Negative
lamentavel votacao serio dilma ganhar desisto tudo vez kk,Negative,Neutral
medo perder dinheiro rt dilma aun tiene sus seguidores creyentes sus mentiras socialistas,Negative,Negative
voce falar nordeste imbecil votar dilma voce ta fudido justica ne,Negative,Negative
quebram tudo pra chegar agora votar dilma,Negative,Negative
disso tudo dilma ainda sai frente nao entendo segundo turno deixem ser alienados obrigado,Negative,Negative
dilma pt perder sao paulo nao nao nenhuma novidade agora aecio perder minas prova total incompetencia,Negative,Negative
aecio dilma voto dilma certeza nao confio naquela cara sonso aecio,Negative,Negative
petrobras escandalos dilma voce ta dentro,Negative,Negative
burro suficiente votar dilma,Negative,Negative
adiantou tudo ano passado pra dps votar dilma,Negative,Negative
nao possivel dilma vai ganhar novo bando brasileiro burro imbecis,Negative,Negative
queremos mudancas votar dilma vamos ter,Negative,Negative
euvoteimarina porra roubando dilma ta vencendo povo burro vai rua reclamar merdas q vcs fazem,Negative,Negative
dilma aecio praticamente empatados rs sartori governador lasier eleito adivinhe partido comprou pesquisas,Negative,Negative
pessoas cabeca podem votar dilma gente absurdo bando bosta,Negative,Negative
mesmos trouxas votaram dilma hoje serao mesmos otarios vao p rua protestar,Negative,Negative
dilma nao governa pais sozinho vao aprender sobre politica antes votar governador senador etc,Negative,Negative
minas gerais dilma aecio marina estado conhece aecio preferiu votar dilma sera,Negative,Positive
povo td falando mal dilma p agr votar nela caralho,Negative,Negative
ultimo rt fato ano passado td mundo xingando pt ano eh dilma puts,Negative,Negative
dilma aecio menos pior dilma comentarios,Negative,Negative
ta doidaaaa,Negative,Negative
votei luciana nao queria jeito nenhum ter votar dilma aecio entao normal ter duvidas,Negative,Negative
pois dilma amor deus cagou banana,Negative,Negative
mae liga falar votou dilma pqp disse nao votar,Negative,Negative
serio nao ouvi ninguem dizendo preferia iria votar dilma agora diz povo nao otario ter votado pqp viu pais lixo,Negative,Negative
voto aecio porque globo veja folha disse dilma nao presta leu programa governo sobre historia partido,Negative,Negative
dilma ja terrorista bjks,Negative,Negative
tudo pra chegar hoje votar dilma tudo pra chegar hoje votar dilma so vejo kibe nessa tl,Negative,Negative
tendo dito digo votei eduardo jorge agora menos algo bizarro ocorra optarei dilma turno,Negative,Negative
vcs acham ta ruim dilma elejam aecio pra ver maravilha brasil vai ficar anos,Negative,Negative
ja to sofrendo segundo turno to frustrada igual fico algo vida errado nao quero dilma aecio d,Negative,Negative
deixaram d votar dilma p votar aecio zzzzzzzz gigante ainda ta durmindo,Negative,Negative
estados nordeste dilma vai ganhando povo consegue ser iludido ajudinha governo vergonha bolsafamilia,Negative,Negative
gente horrivel saber pais so vai retroceder dilma iria manter porcaria aecio vai piorar porcaria,Negative,Negative
dilma aecio turno vao disputar pra ver vai fuder ainda,Negative,Negative
vai la votar dilma ser otario novo,Negative,Negative
pra defender dilma ser sustentado bolsa familia vc pode simplesmente achar menos pior candidata,Negative,Negative
quer mudanca ne entao porra deu pra votar puta dilma ham,Negative,Negative
dilma ruim ruim,Negative,Negative
nao votei dilma nao devo votar nela turno tb nao nao to querendo votar aecio tambem vou justificar anular,Negative,Negative
kd gigante q acordado dormiu d novo vagabundo faz tudo pra ir votar dilma,Negative,Negative
povo brasileiro memoria curta so pode ano passado todos protestando pra mudar brasil hj votaram dilma,Negative,Negative
pior votar tiririca votar dilma aecio,Negative,Negative
dilma aecio segundo turno brasil ta perdido,Negative,Negative
dilma marina carioca muuuuuito burro,Negative,Negative
dilma aercio nao sei pior,Negative,Negative
antes disso dilma pra salvar,Negative,Negative
alckmin reeleito sp dilma brasil continua tudo afinal sp brasil vao bem obrigado,Negative,Negative
dilma x aecio mortal kombaaaaaaat,Negative,Negative
dilma ficou terceiro lugar aqui regiao obrigado pessoal baixada santista tmblrcozbbrxssmasi,Negative,Negative
votarei nulo pior hipoteses dilma nunca aecio,Negative,Negative
saldo bancario dilma deve estar negativo agora pk tanto voto q certeza comprou pra ganhar eleicao deve ter sido foda,Negative,Negative
vamos compartilhar absurdo dilma dessa vez suando carros oficiais transportar papeis,Negative,Negative
familia inteira votou dilma vao foder,Negative,Negative
muita tristeza coracao vou votar dilma segundo turno porque nao pra votar aecio nao condicao minima pra,Negative,Negative
ai vc pensa q votou dilma burro gente votou aecio,Negative,Negative
vao la protestar agora votam dilma tomem vergonha cara,Negative,Negative
realmente povo catarinense burro deixar dilma ser primeiro,Negative,Negative
porra mano glr falando todo protesto pra galera votar aecio dilma vcs querem vote papai noel,Negative,Negative
dilma ganhar desisto vida brasileiro tudo burro porque cometer erro duas vezes burrice,Negative,Negative
brasileiro faz zona faz protesto quebra td pra votar dilma novo povo burro,Negative,Negative
namoral anos reclamando falando brasil lixo pra chegar hj votar dentuca dilma,Negative,Negative
nao aguento ler fez tanta manifestacao ano passado pra defender dilma agora,Negative,Negative
povo falando nao votar entao votou dilma mano puta pariu cala boca,Negative,Negative
segunda chance nao votar dilma,Negative,Negative
opcoes bosta hoje pra presidente governo dilma pior nao fica,Negative,Negative
gigante ano passado acordou virada dormiu dnv pq pqp dilma segundo turno,Negative,Negative
recuso votar dilma aecio,Negative,Negative
petista fanatico nao entendo amor partido mercadante dilma vicentinho marta genuino jose dirceu amam partido,Negative,Negative
askdirectioner askbelieber voces vao votar dilma aecio,Negative,Negative
gente pagando moralista cima dilma nao sabe dilma,Negative,Negative
achei governo dilma ruim desculpe,Negative,Negative
brasileiros reclamam pais vao la votam dilma tolos,Negative,Negative
adiantou palhacada toda pra votar dilma brasileiro sendo brasileiro,Negative,Negative
parem reclamar q ano passado manifestacao agora dilma vai ganhar sp psdb vai governar anos somar poder,Negative,Negative
tudo pra chegar eleicao povo votar dilma colombo dario,Negative,Negative
nordeste vota dilma sim pq unico partido faz alguma coisa nao aqui esquecido,Negative,Negative
dilma reeleita vai foder ainda pais pior ainda,Negative,Negative
tragico vai ser marina unir dilma turno,Negative,Negative
faz protesto pra chegar hoje votar dilma,Negative,Negative
dilma governa pros pobres continuo pobre lol tudo msm,Negative,Negative
serio vao deixar dilma presidencia novo sacanagem,Negative,Negative
voce mete pau dilma vota tiririca vsf,Negative,Negative
central eleicoes nao vai dar marina silva triste segundo turno vai dar aecio x dilma obvio,Negative,Negative
dilma rousseff pt aecio neves psdb vao disputar turno,Negative,Negative
aaaargh odio desse povo brasileiro faz protesto faz caralho quatro pra chegar hoje votar dilma,Negative,Negative
culpa nao dilma vc trouxa ir la protesto falar mal dps votar mesma,Negative,Negative
mae mae petista feio ta querendo cumer mae bua bua so fiinho di papai maie bua bua dilma feia vai ganhar di novo bua bua,Negative,Negative
falou vai votar dilma ancia d vomito,Negative,Negative
acredito q eleitores marina tb vao pra dilma sei la ne,Negative,Negative
muda brasil dilma barbudo safado,Negative,Negative
visto infelizmente vou ter votar dilma segundo turno,Negative,Negative
hrs dilma ganhar pq roubado ganhar apoio mega protesto foradilma likelike share,Negative,Negative
dilma nao menos aecio nao eita povo lerdo,Negative,Negative
tambem nao recebo bolsa familia deixem votar dilma,Negative,Negative
vou votar nulo segundo turno recuso votar dilma aecio,Negative,Negative
povo pra rua protestar meteu pau dilma pra hoje ta ai primeiro lugar povo hipocrita,Negative,Negative
definido dilma aecio votos vao segundo turno,Negative,Negative
urnas apuradas dilma rousseff pt aecio neves psdb vao disputar segundo turno eleicoes presidenciais,Negative,Negative
so vendo tml gente vota citando protestos ano passado pra dilma,Negative,Negative
nao to acreditando vou ter ter trabalho sair casa pra poder votar dilma aecio,Negative,Negative
agora vou ser obrigado votar dilma,Negative,Negative
gente aecio dilma nivel problema agora ver menos pior,Negative,Negative
dilma poupou aecio turno derrubar marina agora vai enfrentar politico profissional boa,Negative,Negative
pau cu destroi metade brasil justica clica porra maquina numero dilma vao fode,Negative,Negative
moral anos reclamando falando brasil lixo pra chegar hoje votar dentuca dilma,Negative,Negative
voce acha nao poderia ficar pior dilma aecio segundo turno,Negative,Negative
vai burro dilma eleita faco video preciso externar raiva q desse povo,Negative,Negative
brasileiro povo burro dilma indo pro segundo turno ganhando ainda,Negative,Negative
li gente falando tentou votar aecio apareceu dilma tao trovando nao existe democracia agora,Negative,Negative
aecio q vencer dilma novo nao,Negative,Negative
dilma aecio vao disputar segundo turno,Negative,Negative
dilma vai ganhar povo tudo burro nao serve pra votar,Negative,Negative
nao sei pior dilma aecio affz ninguem merece,Negative,Negative
vcs falando dilma permitiu comprar casa amiga permitiu tanto imposto pessoa morre pagando casa carro acordem,Negative,Negative
engracado argumento povo ai vcs ruas ano passado p votar dilma hoje querida presidente nao governa sozinho,Negative,Negative
oqq cabeca pessoa p votar dilma pezao,Negative,Negative
votou marina vai votar dilma votou namelia vai votar sartori omg,Negative,Negative
dilma rousseff aecio neves definidos turno vou pensa votar,Negative,Negative
genteeeee to chaaaaao destruido vai ser aecio dilma ne putos,Negative,Negative
dilma aecio segundo turno nao sei pior,Negative,Negative
dilma aecio vao disputar segundo turno,Negative,Negative
tudo pra chegar votar dilma,Negative,Negative
aecio dilma tudo mesma merda vamos votar nulo,Negative,Negative
povo fez protesto caralho ano passado pra ano levar dilma pro segundo turno puta pariu,Negative,Negative
visto vou ter anular voto pra presidente segundo turno votar dilma aecio hipocrisia grande rs tenso,Negative,Negative
definido dilma pt aecio psdb vao disputar segundo turno,Negative,Negative
antes nao estaria preocupado quica tricolor bucha maximo tricolete anda histerico dilma,Negative,Negative
achando q marina dilma segunndo turno triste ai vc ve q vai aecio n marina pqp,Negative,Negative
tudo pra chegar hoje votar dilma povo nao aprende,Negative,Negative
brasileiro foder vao la po fazer manifestacao novo votar dilma,Negative,Negative
fez cola tao bonita pro pessoal votar dilma,Negative,Negative
povo cabeca pra votar dilma,Negative,Negative
dilma aecio segundo turno so faltava dilma vencer,Negative,Negative
thankyoudforthewwat primeira vez vou votar dilma,Negative,Negative
rj rs tbm votaram dilma nao so nordeste nao votadores tiririca,Negative,Negative
povo burro idiota coerencia povo vem reclamando protestando anos sobre governo dilma ai,Negative,Negative
parar pra pensar dilma aecio estao segundo turno votou marina vai votar aecio,Negative,Negative
ruim dilma pior t r i s,Negative,Negative
puta pariuu povo burro turno dilma aecio pqp tmc,Negative,Negative
voto aecio pra nao votar dilma,Negative,Negative
idiota dilma nao pode ganhar,Negative,Negative
dilma menos pior favor,Negative,Negative
fala serio aecio dilma n sei pior,Negative,Negative
dilma aecio vao disputar segundo turno,Negative,Negative
tudo pra chegar hoje votar dilma ta louco,Negative,Negative
vaiam dilma durante copa protestaram contra reclamaram governo anos inteiros povo burro pede p sofrer,Negative,Negative
fecho agora votar dilma aecio,Negative,Negative
pregunta la ven dilma la segunda vuelta complicado,Negative,Negative
gente idade pra votar querendo pagar sei tudo icon dilma toca,Negative,Negative
menos pior dilma vcs quer faca,Negative,Negative
pessoal eleitores marina nordeste probabilidade votar dilma exemplo disso pernambuco dilmapravencer,Negative,Negative
nao acredito aecio dilma vao pro segundo turno,Negative,Negative
revoltante ver pessoal nordeste vota pra dilma causa bolsa familia,Negative,Negative
primeiro gente fala q globo eh coisa alienado acredita tudo q falam dilma ta parabens viu,Negative,Negative
sim cara nego ta tao cego c q n percebe q n dilma vai ser cara tao corrupto,Negative,Negative
fico puta vai rua fazer protesto vota dilma algo errado ai ne,Negative,Negative
dilma aecio segundo turno dificil escolher,Negative,Negative
vo anular voto uu recuso dilma aecio uu,Negative,Negative
definido dilma pt aecio psdb vao disputar segundo turno globoswqslt eleicoes g marina pf n apoie ngm,Negative,Negative
campanha nazista aecio dilma contra marina votarei nulo,Negative,Negative
impeachment dilma queriam faze ano passado,Negative,Negative
ia votar dilma baidu instalado tambem fez mesma coisa danilo gentili,Negative,Negative
odeio pobres mal informados so vota dilma medo perder bolsa familia,Negative,Negative
vo votar dilma bjoks pra vcs forapt,Negative,Negative
dilma x aecio segundo turno povo burro falo,Negative,Negative
dilma segundo turno assim caralho quebraram rio janeiro todo pra votar nela novamente,Negative,Negative
pior ta nao fica dilma ganhar sim,Negative,Negative
dilma aecio segundo turno dilma gente dilma vao foder,Negative,Negative
tudo pra chegar hoje votar dilma,Negative,Negative
pior nao dilma pior luciana genro preocupante,Negative,Negative
olha urnas ai dilma ganha lavada dificil nao pensar diferente,Negative,Negative
dilma aecio neves segundo turno aqui esperando duardo jorge presidente vcs vem ai decepcao vcs,Negative,Negative
segundo turno dilma aecio mds dificil saber pior kakakakaka,Negative,Negative
povo burro otario lesado agora todos vamos tomar naquele lugar dilma governando outra vez bando antas,Negative,Negative
agora sabemos vai aecio dilma pro segundo turno devo votar,Negative,Negative
dilma aecio segundo turno prova brasileiro burro gosta ficar merda,Negative,Negative
cacete turno dilma aecio,Negative,Negative
dilma aecio segundo turno nao sei eh pior,Negative,Negative
urnas apuradas dilma aecio vao disputar turno owlyciwwr,Negative,Negative
dilma vencer,Negative,Negative
votou dilma eh td pobre medo perder bolsa familia,Negative,Negative
dilma rousseff pt aecio neves psdb vao disputar presidencia republica turno bandnewstv eleicoes,Negative,Negative
votar dilma eh voto dilmais,Negative,Negative
dilma pt aecio psdb vao disputar presidencia turno reporterenaseleicoes,Negative,Negative
ser pobre pra votar dilma,Negative,Negative
pensei unica anormal torcendo p dilma ganhar,Negative,Negative
votar dilma prova otario,Negative,Negative
nao entendo problema votar dilma estudante,Negative,Negative
ridiculo povo pras rebelar ano passado agora vota dilma hipocrisia foda,Negative,Negative
dilma eh caralho porra povo brasileiro burro,Negative,Negative
dilma pq menos pior segundo ndjsksks zz,Negative,Negative
voces votaram dilma pro protesto ano passado hipocritas,Negative,Negative
mimimi toda manifestacao pra votar dilma aecio marina puta candidatos,Negative,Negative
pessoa favor protestos ano passado votou dilma parabens integridade requisito consciencia vergonha cara,Negative,Negative
porraaaaaaaaaa dilma novo porra bolsa familia nao querem perder,Negative,Negative
voce votar nulo ajuda maldita dilma,Negative,Negative
agora babacas fizeram protesto votem dilma novo bando boco terceira guerra mundial pra voces,Negative,Negative
segundo turno aecio ira atropelar dilma,Negative,Negative
gente fala n votar dilma ingrato pq prouni,Negative,Negative
le tml cinco minutos so gente falando protestou tanto pra votar dilma novo,Negative,Negative
foda galera fala prefiro dilma arriscar alguem pior afe cara,Negative,Negative
protestam ano inteiro ai vao la urna votam dilma pa ra bens,Negative,Negative
dilma aecio segundo turno vcs podem votar pensem bem amor deus,Negative,Negative
pooow malena dilma explica pra q fizeram toda ocnfusao ano passado pra votar pt novo,Negative,Negative
povo ignorante reclamou tanto hora urna votou dilma,Negative,Negative
fazem puta protesto fica dias ruas pra chegar dia eleicao votar dilma,Negative,Negative
curral eleitoral obrigacao eleger dilma primeiro turno nao conseguiu acho algo errado,Negative,Negative
ta vendo dilma aecio nao voto morto aecio euvoteimarina,Negative,Negative
infelizmente nao faco parte elite brasileira pra votar aecio nao familia eh funcionario publico dilma,Negative,Negative
culpa nordeste nordestinos morre bolsa familia morto fome dilma aecio euvoteimarina,Negative,Negative
ter q votar aecio pra dilma n ser reeleita triste saida,Negative,Negative
olha pior dilma aecio so galera endeusando luciana ta foda,Negative,Negative
nessa ferrou atacou demais dilma nisso iria votar marina pt pensou vou aecio entao,Negative,Negative
nao sei pior dilma aecio,Negative,Negative
n sei q pior dilma ganhar aecio ganhar pra tirar sapata to aceitando qualquer merda,Negative,Negative
vi gente usa fies mcmv votando aecio falando dilma tava ruim pro brasil,Negative,Negative
hahahahaahahahahaa rindo p ia votar edu nao lembrava numero hahahaha fiquei dilma,Negative,Negative
okay dilma nao melhor votar votar aecio muita burrice,Negative,Negative
dilma obvio ia ser nulo outros n sei amiga,Negative,Negative
aecio tanto fala governos maravilhosos minas perdeu pra dilma proprio estado hahahaha patetico,Negative,Negative
pois ta hora desmentir dilma ja quero dilma recorrendo bolsa familia pra n responder rs,Negative,Negative
nao creio q ainda gente dizendo q vai votar dilma segundo turno,Negative,Negative
galera nao votou aecio vai votar dilma hein,Negative,Negative
dilma vai ganhar nao esquecam reclamar proximo ano vcs votaram nela ein so pra nao perder costume,Negative,Negative
cara fudeu recuso votar dilma aecio,Negative,Negative
nao sei pior aecio dilma,Negative,Negative
vcs vao votar dilma,Negative,Negative
pois nao gosto nenhum pt ja deu tenso aguentar dilma anos,Negative,Negative
amem definido dilma pt aecio psdb vao disputar segundo turno globoswqslt eleicoes g,Negative,Negative
cara odiar dilma votar aecio so pra perder ate entendo votar orgulho defender cara,Negative,Negative
povo burro votar dilma,Negative,Negative
gigante acordou gigante acordou ai vao la votam dilma licenca,Negative,Negative
tanto dilma quanto aecio vao arrombar gente fudeu,Negative,Negative
palhacada vem pra rua votar dilma,Negative,Negative
recuso ta pais dilma sendo reeleita tambem nao deixo votar aecio tamo merda so mergulhar,Negative,Negative
vcs reclamam brasil atualmente votam dilma novo pq vcs nao vao tomar cu,Negative,Negative
surpresas virada aecio ganhando rondonia roraima dilma deve ter ignorado vacilado d populacao,Negative,Negative
sobre aecio voce vai ver sim dilma pessima aecio pra ficar pior certeza,Negative,Negative
aecio vai perder artilharia pt dilma so marina silva resistiu infelizmente povo brasileiro nao enxergou euvoteimarina,Negative,Negative
votem aecio porque votar dilma sacanagem,Negative,Negative
tanto protesto pra votarem dilma vao tomar cu,Negative,Negative
duas coisas explicam resultado anti pt consolida maior partido politico pais tatica dilma debate fiasco,Negative,Negative
nao sei pode tanta gente querer votar dilma ainda,Negative,Negative
cade homos pra votar dilma cade cade,Negative,Negative
euvoteimarina coisa errada nessas eleicoes porra assim dilma ta ganhando vsf brasileiro burro demais,Negative,Negative
amigos brasileros familia si perde dilma estaremos complicado vamos dilma carlho,Negative,Negative
voces fizeram todas manifestacoes gigante acordou tudo pra votar dilma novo eh algum tipo brincadeira,Negative,Negative
vao tomar cu vcs tao falando faz protesto vota dilma juntar todo mundo protestou nao pais todo,Negative,Negative
sobre resultado fiquei triste precisamos mudancas votar dilma ver pais lugar,Negative,Negative
rt definido dilma pt aecio psdb vao disputar segundo turno globoswqslt eleicoes g,Negative,Negative
gente nao deu pra marina agora vamos votar aecio vamos la mudanca verdadeira tirar dilma poder,Negative,Negative
cade q ta povo q tava xingando dilma estadio fazendo protesto ano passado,Negative,Negative
estudo esd entao so pt pt corrupto dilma corrupta sapatao etc,Negative,Negative
vota nulo msm coisa vota dilma,Negative,Negative
la presidenta brasil y candidata la reeleccion el partido los trabajadores pt dilma venezuela,Negative,Negative
diz motivo pra votar dilma anos retrocesso,Negative,Negative
nao reclamar dilma querer votar aecio roubou dinheiro publico minas marina nao sabe fala,Negative,Negative
dai pergunto burro suficiente pra ainda votar dilma,Negative,Negative
sendo morrer aecio perder vida dilma,Negative,Negative
votaria dilma pq vida horrivel governo fhc masssss nao transferi titulo eleitor pra sbc,Negative,Negative
serio dotar tudo povo ainda capacidade votar dilma,Negative,Negative
eleicoessabe oq foda dilma ser tao impopular internet estar frente apuracao votos,Negative,Negative
votos nao vao pra dilma,Negative,Negative
eleicoes rio janeiro desastre romario jean wyllys freixo wag montes pra dilma vai votar mal assim la minas,Negative,Negative
nao entendo gente ainda vota dilma ta querendo protestar pq acha ruim sinceramente,Negative,Negative
gigante acordou pra votar dilma,Negative,Negative
fizeram todos protestos ano passado pra chegar hora fazer certo votarem dilma olha decepcionante,Negative,Negative
seadilmaganharosonibusvaoqueimar tudo pra chegar idiotas votarem dilma ooo povo burro,Negative,Negative
ceis tao louco tudo ainda votam nesse pandemonio dilma,Negative,Negative
hoje votar mae precisa votar impressionante clima anti pt anti dilma,Negative,Negative
nao vou mentir cheiro golpe so faltam colocar aebrio frente dilma demora pra fazer x,Negative,Negative
quase morreram manifestacao pra votar dilma novo,Negative,Negative
agora nao sei pior dilma aecio eleicoes,Negative,Negative
amigos nao culpem nordeste dilma ter muitos votos infelizmente povo castigado cansou promessas pegam q veem frente,Negative,Negative
so digo dilma ganhar protestos luta povo ruas tanto ano passado ano maior perda tempo humanidade,Negative,Negative
claro quebranto dilma qto aecio vao precisar quero ver quais serao acordos ministerios etc nao acho ruim tese,Negative,Negative
estudante universitario ate nivel medio dilma nao perfeita pt tambem nao menos pior psdb,Negative,Negative
nao gosto falar dessas coisas nao dilma turno vao la votar nulo novo ainda gente vota nulo,Negative,Negative
tiririca ganhou absurdo nao ficaria pouco espantada dilma ganhar,Negative,Negative
oct dilma rousseff es la candidata presidente del brasil el partido los trabajadores pt internacionalelpaisinternacional actualidadhtml,Negative,Negative
fizeram todo aue ano passado pra chegar eleicoes votar dilma sim merece pagar pila pra andar onibus,Negative,Negative
sinto raiva ainda porque votar aecio dilma nao voto fodendo,Negative,Negative
marina cara maluca dilma cara macaco aecio parece lua wpp,Negative,Negative
sobre turno dilma aecio prefiro estar morto,Negative,Negative
