"","text","comment_id","sentiment"
"5407","veja entrevistas itamar franco varias youtube todas elogiam ciro e ricupero",12996,1
"5408","dificil mim entender humanos cheguei conclusao conheco admiro cada vez animais bichos verdadeiros maldade eu  partido fechado acredito somado acertos retirando erros bom senso mente aberta extremo",12997,-2
"5409","eu quero crer escreve nesta conta e algum assessor pouco capacitado",12999,1
"5410","candidatura sempre mentirinha agua acucar pra ser levada serio o negocio sempre fingir hora h correr pro direitista ciro gomes acham podem prescindir unico povo quer lula vao estrepar e bem feito",13000,-1
"5411","n vou ficar torcendo pra politico acho e melhor opcao pro atual brasil e escolha sentido",13003,1
"5412","historicamente incompetente twitterdesesquerdizad status",13008,-1
"5413","ja to torcendo pro ciro gomes ganhar pq bastou dilma ainda precisamos aprendizado",13009,0
"5414","conseguiu passar vergonha debate sobre economia ciro gomes o esperar animal deste",13010,-1
"5415","resposta arthur boa nessa hora dizendo flavio rocha mudou etc passado condena mtt facil agora ciro gomes fazer campanha eleitoral dizendo vai abrir mercado exemplo twitterjoelalexandrem status",13012,0
"5416","ciro gomes gosta polemica credo",13015,-2
"5417","falta pt apoiar ciro gomes",13016,1
"5418","melhor checagem caneta agora",13017,1
"5419","nao adianta perguntar wesley nao pode acreditar vai responder ele q vc quer ouvir quando chegar poder",13018,0
"5420","grande candidato nao e facil educar pais q nao compreende poderes q moldam imaginario polular pela emancipacao povo brasileiro ciropresidente",13019,1
"5421","desequilibrado esse e preparadisimo candidato presidencia republica ciro gomes facebookaraujofilhobal tazarfilhoposts",13020,-1
"5422","i liked video youtubevliefkuuleciro gomes mentiroso desequilibrado pescotapa",13021,-2
"5423","ciro gomes enche peito pra falar alckmin pcc ceara jura ter transformado wakanda vida e cenario horror fiz respeito violencia existe la e faccao criminosa brigando poder por fica quieto quanto",13022,0
"5424","siga proprios conselhos estude antes sair ai falando ideologismo barato",13025,1
"5425","a pressao eleitoral apoio candidatura ciro gomes ainda primeiro turno aumenta isso e positivo porque ansiedade e alimentada medo e medo e mal conselheiro toda esquerdaonlinebrcir gomesnaomalmenor",13026,1
"5426","com experiencia conhecimento faz analises propostas concretas fugir tema",13027,-1
"5427","o legal candidatura ciro gomes e plantando discordia absolutamente todos setores extremistas esquerda direita falsos centristas verdade escravos cartilha mercado",13030,1
"5428","bobagem querer fugir responsabilidade conta recuo bolsonaristasintervencionistas caminhoneiros grevelocaute fiasco greve lulopetista petroleirae pejo algum apoiar candidato acusa oposicao venezuelana maduro nazi fascistavergonha",13033,0
"5429","politico preso lugar garantido ser preso comum espacotransferencialulaexisteprontodizchefepresidiosparanashtml",13035,-2
"5430","politicos brasileiros sabem povo importa propostas projetos votam afeto sentimentos pois virar jogo desafiando brasileiro fazer diferente ouvir",13036,0
"5431","vc e fanfarrao ciro o e valorizar financismo quais principais acionistas petrobras vc vai subsidiar combustivel dar prejuizo bilionario novo demagogo",13039,-1
"5432","analise interessante possibilidades ciro gomes corrida presidencial twitterbollemdbstatu s",13040,1
"5433","se esquerda brasileira inteligente apoiaria maneira unissona ciro gomes",13044,1
"5434","hihihi politicaestadaobrnoticiasgeral cirogomesdizlulanaopresopolitico ciro gomes diz lula e preso politico politica estadao",13045,-1
"5435","o coordenador campanha alckmin folha hoje desejando embate psdbpt ledo engano seremos progressistas contra direita retrograda e vai ganhar exemplo portugal espanha vamos retomar bom caminho",13046,2
"5436","ao comentar saida parente ciro gomes ataca politica quer valorizar financismo oantagonistap",13048,1
"5437","ciro ajudiu afundar lula pt pode ser considerado cunha heroi povo brasileiro myoutubewatchviskcvn acc ciro gomes fala sobre lula lulinha falou verdade youtube",13049,1
"5438","esse video trataarmacao pergunta cade irma doente vai falar copa mundo ainda filma isso aconteceu porque ciro e acessivel outro politico chegava perto",13050,0
"5439","derrubar parente e derrubar governo sim vitoria simbolica contra entrega criminosa petroleo custas sangue trabalhador precisamos aguentar temer garantir eleicoes eleger presidente recolocar pais trilhos",13052,0
"5440","ciro e danado pra desmascarar gabiru comedor rapadura mogloboglobobrasillulaes tafinalciclodizcirogomesentrevista lula final ciclo diz ciro gomes entrevista jornal o",13053,-2
"5441","essa cambada esquerda vao unir ciro gomes e outro vale nada twitterestadaostatus ",13054,-1
"5442","a feminista unindo lorde sertao machista pra ver conseguem umas migalhas votos segundo turno e deprimente mostra poder vendem principios divertindo demais tudo",13058,-2
"5443","ciro gomes e menos ruim",13061,-1
"5444","o obvio ululante criticar bolsonaro e sinonimo defender ciro gomes gazetadopovobrrodrigoconsta ntinoartigosobvioululantecriticarbolsonaronaosinonimodefendercirogomes por favor leiam analise facam comentarios",13062,-1
"5445","pretendo votar decepcione",13064,-1
"5446","fica pagando pau pro ciro gomes sei e retardado",13067,1
"5447","igual odebrecht oas jbs todas empresas muita corrupcao porem serem estatais nao pera",13070,0
"5448","ao comentar saida parente ciro gomes ataca politica quer valorizar financismo oantagonistap",13074,1
"5449","vagabundo igual vc sardinha",13077,-1
"5450","o brasil problema demais tolerar mau carater desprezivel ciro gomes imprensavivabras iljaproblemademaishtml",13079,-2
"5451","gostei video youtuberjlfitdtlsao fim de ciro gomes bernardo kster censurado bolsonaro presidente ",13087,-1
"5452","nao precisa ser entendido pra fazer declaracao assim o rombo e bem maior ilustre camaleao jogando pra fazer pontos galera eleicoes terra ninguem triste",13095,1
"5453","consegue pensar merdas maiores cirao mas continue falando bobagens favor melhor brasil",13099,1
"5454","ciro gomes preparado facebookdalvinojposts ",13100,1
"5455","como e limitado intelectualmente ciroesquece petrobras e empresa endividada planeta terraferrar investidores enfraquecer empresa vai ter pagar e povo brasileirovergonha ciro gomes acha disso",13102,-2
"5456","augusto acho bacana rejeitarem verbas entendo intencao altruista repassala causas sociais educacionais porem verba publica pode ter outro destino ser original lei art  cp quanto ser filiado ja candidato bolsonaro",13105,1
"5457","ciro gomes falando perro parente bom pros acionistas petrobras qual e maior acionista",13107,0
"5458","a unica chance deixar direita ganhar e ciro",13110,0
"5459","alguem favor passa link noticia confirma ciro gomes o sardinha odebrecht voces param falar disso encontrei prova obrigado",13111,-1
"5460","ciro gomes culpa imprensa exacerbacao moralista sociedade diz vai prender manifestantes eleito imprensavivacirog omesculpaimprensahtml",13112,-1
"5461","vai la assistir palestras ciro gomes explica problema vender petroleo bruto barato comprar volto produto refinado estrangeiro",13113,1
"5462","vou correr chegar vou assistir entrevista ciro gomes famoso sardinha roda viva",13115,1
"5463","ciro gomes vai gostar nada disso",13117,1
"5464","e super candidato esquerda o ciro gomes conhecido sardinha planilha odebrecht parem vaita feio",13121,-1
"5465","voce ta querendo dizer e bom ruim",13122,0
"5466","amigo tenta usar app playgooglestoreappsdet ailsidrosteamsaveinstaa",13125,2
"5467","ciro gomes culpa imprensa exacerbacao moralista sociedade diz vai prender manifestantes eleito imprensavivacirog omesculpaimprensahtmlm",13128,-1
"5468","nao vejo hora ver ciro gomes debates machao pavio curto vai acabar campanha  minutos",13134,0
"5469","se ganhar preparahecatombe politicosdobrazilp",13140,0
"5470","voce deve estar feliz atual preco combustiveis",13141,1
"5471","insano",13142,-1
"5472","o brasil problema demais tolerar mau carater desprezivel ciro gomes imprensavivabras iljaproblemademaishtml",13144,-2
"5473","gente pais acabando pessoas fazendo contas q e se fato louco estaria q gente consciencia permite ficar parado fazer absolutamente nada enquanto pais morre cirogomes grevedospetroleiros",13145,-2
"5474","ciro presidente precisamos presidente inteligente integro conhecimento postura forte",13148,3
"5475","certo demissao todo conselho petrobras acha",13149,1
"5476","bruno precos petrobras controlados mercado financeiro global alimentar conta acionistas especuladores somos autossuficientes petroleo faz sentido trocar forte regularizacao nacional internacional interesse brasil",13154,0
"5477","gabrielli condenado pagar  milhoes pasadena graca foster citada  delacoes lava jato bendine preso lj ciro gomes orgulhosamente calado nesses anos assalto diz culpa e parente ciro sendo demagogo sempre",13155,-2
"5478","ciro gomes culpa imprensa exacerbacao moralista sociedade diz vai prender manifestantes eleito imprensavivacirog omesculpaimprensahtml",13157,-1
"5479","ele demitido ele demitiu mentiroso cretino sempre bem lula decidiu ignorar",13160,-3
"5480","precisa colocar demente hospicio isso precisa debil mental",13161,-2
"5481","vamos divulgar vao censurar o fim de ciro gomes bernardo kster censurado bolsonaro presidente  youtuberjlfitdtls via",13162,-3
"5482","nao basta saida parente e preciso entregar petrobras maos politicos iguais ciro gomes pra quebrar estatal",13164,-1
"5483","e e urgente pt apoiar ciro gomes",13169,1
"5484","eh serio vc feliz atual politica voce eh dono posto amigo",13171,2
"5485","como cansa discurso populista n",13172,-1
"5486","a gente ve petistas esquerda e politizados qd tentam derrubar ciro gomes inves derrubar temer abc pqemik",13184,-1
"5487","ciro gomes calado e poeta",13188,1
"5488","galera paga intelecta contemporanea politica brasileira cobra renovacao politicos ficha limpa etc ve ciro gomes melhor alternativa",13193,1
"5489","ciro gomes roda viva e mais spider news youtubebdvkukwxh via spider imitando e impagavel hahahahaha bom",13196,2
"5490","eu acho vc entendeu direito disse ashuahsua o fazendo e justamente garantir crescimento estatal reducao imposto combustiveis dentro pais vai fazer empresa crescer e vendela",13197,-1
"5491","ciro gomes equivalente bolso esquerda tao ruim quanto",13201,-1
"5492","nao existe solucao viavel agradar manter empresa saudavel ou vc ferra empresa agrada conta chega vimos vc faz funcionar empresa verdade ter surpresa ma gestao corrupcao",13210,2
"5493","eu mas ainda medo ascensao ciro gomes esse cara vai dar pior pt",13211,-1
"5494","pc b proximo ciro gomes que lindo oantagonistap",13212,1
"5495","cangaciro velho conteudo novo embrulho cuidado brasileiros caiam nessa roubada",13214,1
"5496","se marmore vc extrai mercado internopetroleo grosso vc vender marmore trazer outro tipo pedrapetroleo fino mercadorefinarias conseguem processar vc praticar preco mercado exterior matematica",13217,0
"5497","a legenda avalia apoiar outro nome presidenciavel ciro gomes pdt lancar manuela d vila governo rio grande sul exameabrilbrbrasilpcdobp odeabrirmaocandidaturauniresquerdadizorlandosilva",13218,1
"5498","ciro gomes e caso maravilhoso politico precisa oposicao aos demais candidatos basta esperar sentado momento vai inevitavelmente tropecar propria lingua imprensavivabras iljaproblemademaishtml",13223,1
"5499","um pais faz pessoa capacitada pedro paremte demitir q ve esperanca ciro gomes marina silva manuela davila e pais preza presente menos futuro estamos comprometendo varias geracoes",13226,0
"5500","bruno trabalhas marmore extrai pedra  reais queres vender preco pratica la onde marmore e  reais tens inflacao precos  reais e matematica",13229,-1
"5501","foi politica irresponsavel amigos pt quebraram petrobras cuidado populismo",13230,0
"5502","hahaha caralho man mas vc ta falando ai exatamente temer fez",13231,1
"5503","acho ciro gomes assistiu anteriores veio armado dentes boa entrevista",13232,0
"5504","havia falado nessa semana presidente hoje ex deveria deixar presidencia petrobras te faco pedido conterraneos fiz numero mega sena ciro cirogomes ciropresidenteja",13233,1
"5505","vcs acham pro rico importa gasetanol custa rl esse custo pesa bolso pobre fugir",13236,-1
"5506","vou aproveitar colega ai marcou todos perguntar projeto verdadeiro plausivel diminuir numero deputados senadores funcionarios publicos onerosos ociosos brasilia a conta la nunca vai fechar muita gente pra pouco servico",13238,1
"5507","ciro gaba ser recordista superavit primario isso aconteceu outubro  sucedeu fhc ricupero ele entrou setembro alguem acredita q corone fez alguma coisa pra obter resultado precisa ser burro pra acreditar balela dessas",13243,-1
"5508","igual maior parte empresa eh uniao nao faz sentido rodala prejuizo pois governo vai ter meter nela vem imposto se governo reduzir imposto sobre gasolina diferente mas pro gov abrir mao abrir mao regalias entao",13245,-2
"5509","hoje e unanimidade apanha tanto direita quanto esquerda uma pena apos ataques venha projeto pais melhor",13246,1
"5510","e imbecil",13247,-1
"5511","o video sobre entrevista ta igual rabo lagartixa rsss",13253,0
"5512","o fantastico mundo ciro gomes",13255,1
"5513","primeiramente ciro gomes realmente e retardado primeira categoria perde pra queria saber e dia vai escrever artigo cientifico refutando evolucao provando homem veio barro",13256,1
"5514","tanto faz e shell petrobras contanto preco justo petrobras estatal serviu cabide empregos pt praticamente faliu empresa pedro parentes fez fazer agora sai direcao provavelmente apoiar interferencia",13263,2
"5515","cara serio agora mano nao voto ciro gomes candidato visao podera fazer brasil agora analisando reaposta ciro cagada bolsonaro quem o imbecil que facebookkennedyanjosp osts",13264,-1
"5516","o falou nao nada ver politica controle precos dilma lula bruno controle ansia participar falar besteira internet voce acha e politizado bem informado e",13271,-1
"5517","por provatizar tudo pois empresa publica mao populista xarope vai falencia",13272,-1
"5518","equilibrado gentil coerente prazer ciro gomes facebookcarlosdanielmo ttaposts",13273,3
"5519","esse governo pensa salvar pele nada",13274,-1
"5520","o custo eh bem baixo basta ver quanto sai gasolina aqui imposto outros paises",13279,-1
"5521","menos eleicao ganhou a maior mentiroso estude pra ser marionete marx engels obrigado apoio data chico esse contrario ciro mente twitterchicobentos tatus",13283,-2
"5522","ok candidato concordo mas dai petrobras perde valor mercado capacidade atrair investidores cai perde capacidade investimento como saira fortalecida nesse ciclo",13289,1
"5523","esse e ciro gomes o candidato presidente republica triste realidade facebooktalycedinaiara posts",13291,-1
"5524","ciro gomes e nunca economista ele e bacharel direito pesquisador visitante harvard quer saber brasil vai tornar eleito conheca ceara",13292,0
"5525","e colegas daqui menos torcida comentarios para candidato vencer pode ter buracos dois ai baixo credibilidade constroi posicoes solidas o candidato precisa critica construtiva",13294,-1
"5526","demagogo vc passa demagogo",13296,-2
"5527","com relacao argumento pizza orcamentaria chegar valor pagamos juros divida ficou claro senhor pretende diminuir juros na canetada da e assim comprar divida",13300,-1
"5528","esse ciro e canalha",13303,-1
"5529","curiosos interessados assistam youtube comentarios sobre participacao pedetista roda viva lembrando voce pode enganar pessoa tempo algumas algum tempo consegue enganar todas todo tempo",13305,0
"5530","digo necessidade reajustar agressivamente preco cada  horas vc usa  petroleo leve refino",13308,0
"5531","oh cara ele pediu demissao acorde pro mundo real quanto preco e composicao varios fatores antes falar merda veja e formado preco combustivel",13309,1
"5532","burro oportunista canalha",13311,-3
"5533","petrobras to brasil justo eficiente ciropresidente twittercirogomesstat us",13313,2
"5534","preciso quebrar tudo novamente pois gente aprendeu merda nenhuma pessima gestao petista e tao burro vai aprender novamente povo otario continua repetindo mesmos erros desde decada  vamosrenovartudo",13314,-2
"5535","sardinha mudar politica precos alem usar custos reais sugere eliminacao impostos correcao impostos inflacao continuar correcao cascata se posicione clareza",13315,1
"5536","pequena petroleo leve e apenas realizar refino",13316,0
"5537","fico imaginando brasileiro pode perder chance ter ciro gomes preparado experiente presidencia republica eleitores analisem cada candidato estudem propostas facebookstoryphpstor yid",13317,1
"5538","petrobras criada pra refinar petroleo nao pra atender populacao petrobras nao feita pra ser cabide emprego ferramenta pra financiar campanha politico corrupto sinal vc apoia",13318,-1
"5539","ainda bem nenhum vai ganhar lag",13319,0
"5540","vasto certoex marido patriciapilar seu primeiro partido saiu direto ditadura substituiu fhc ministro fazenda apoiando planoreal ex governador estado dependente governo federal maiores indices criminalidade brasil cirogomes",13320,-1
"5541","monica bolle tradicional inteligencia sensatez faz fact check honesto boa entrevista ciro gomes roda viva desta semana ela epocagloboeconomiamonic bollenoticianaomacroncacacirohtmlutmsourcetwitter",13322,1
"5542","eh sabe quanto sai gasolina refinarias imposto da procurada google dica quase metade gasolina vc paga e imposto direto falar indireto",13323,-3
"5543","o brasil gasta  bilhoes legislativo alguem comecar erguer bandeira pra diminuir crise certo e cortar gasto metade",13326,-1
"5544","sempre politica falar querem escutar ganhar voto muita besteira",13327,0
"5545","a equipe ciro gomes corre apressado criando banners dizendo e ficha limpa nunca nome envolvido escandalos roubalheiras vamos derrubar mentira cearanewscirogomesapa receapelidosardinhalistapropinaodebrecht",13328,-1
"5546","ao comentar saida parente ciro gomes ataca politica quer valorizar financismo oantagonistap",13331,1
"5547","falou economista tomou baile o ciro e machista pq pq vc mau carater quer twitterrconstantinos tatus",13333,-2
"5548","o preco factivel justo gasolina hoje torno r  litro",13341,1
"5549","isso ai presidente e necessario revisao politica precos estatal voltada pra consumidores brasileiros interesses internacionaisgoverno ai fara somente presidente compromissado brasil pode fazer mudanca",13342,0
"5550","sim vc certo tiro gomes vms distribuir combustivel graca podem mandar conta pro povo via impostos vms devolver petro pt precos vao melhorar c certeza genio vc",13343,2
"5551","retweeted bolsonaro opressor bolsonaro fala sobre ciro gomes marina silva clv twitterbopressorst atusvideoutmsource",13345,-1
"5552","ciro gomes empenhado tornar novo encantador jegues",13351,2
"5553","esse cara um imbecil",13355,-1
"5554","quando todos alinhados querendo petrobras parecida pdvsa pode ter certeza populismo tosco venceu contribuinte perdeu twittercirogomesstat us",13359,-1
"5555","ao comentar saida parente ciro gomes ataca politica quer valorizar financismo",13360,1
"5556","ue fiquei sabendo vai aplicar sistema mussoline seu fascista filho da puta",13364,-1
"5557","ciro gomes fale verdade diga povo coisas funcionam vamos fazer campanha  paises membros fmi pularem cada ter direito praticar economia principio vai ser dificil vamos superar sermos independentes",13366,-1
"5558","ciro gomes policiais sao marginais fardados youtubeliomxwmqy ciro sobre igreja catolica youtubewatchvntpyp csgv ciro sobre aborto youtubewatchvhztq krj ciro sobre policias youtubewatchvctmfb lpsy ciro sobre manifestantes youtubewatchvnvxkvg hpc",13371,1
"5559","o siri lata e falastrao ta doido pra mamar teta petrobras",13373,-2
"5560","censura ouviu falar direito imagem vc pode usar material produzido outra pessoa e crime sujeito punicao tente vc entrevistar",13374,1
"5561","vai google pesquisa termo coronel sabido",13379,0
"5562","paga  conto gasolina ainda defende algozesvai paga feliz",13382,1
"5563","ciro e refina petroleopesado brasil adicionar petroleo leve importado voce fala soubesse e necessario importar oleo leve misturar pesado refinarias brasil possam produzir combustiveis",13387,0
"5564","preciso resistir entreguismo temer psdb cerrar dentes ganhar eleicoes desalojar planalto temer sindicato ladroes dia  dezembro  redeciro cirogomes",13389,2
"5565","para brasil dar certo e simples sigam tudo falarem q vao fazer basta fazer contrario sucesso certa",13390,0
"5566","se mudarmos politica precos mesma coisa ter tirado corpo deixado alma parente petrobras e gente s consegue ilegitimo presidente sair eleicoes diretas elegendo um programa do povo novamente petrobras pedroparente",13391,-1
"5567","eu quero ser candidato governo sao paulo vou dar aumento real professores militares vou aumentar va  reais dia  reais vou parar sustentar empresas privadas vou dar emprego populacao sao paulo",13394,3
"5568","eu gosto ideias quer fazer pais sujeito ainda sotaque cearense maravilhoso ciro assim vou votar eim",13395,0
"5569","ou fazer lula dilma fizeram exaurir empresa nunca vi tanta bobagem pior gente acredita nisso",13396,-1
"5570","ai cearense risca faca habil caatinga posicionamento cristalino vestido gibao chapeu couro hahahah",13397,2
"5571","siga pagina oficial ciro gomes botamos parente pra falta mudar politica liberal precos facebookcirogomesofici alvideos facebookciraocariocap osts",13398,0
"5572","vai sequestrar amante lula",13402,0
"5573","ciro gomes sincero debates entrevistas fique falando asneiras burros maqueteiros mandam dizer sabe pouco vai mexer economia vai dancar conforme musica fmi banco mundial tocar seja honesto",13406,2
"5574","eu abuso galera sao paulo falando ciro gomes e corone aqui ceara cearense burro conhecer ferreira gomes",13409,0
"5575","mas ciro gomes e macaco velho como populacao estado onde atua pelo sei mal pior",13412,-2
"5576","ja pensou dm vai votar pra presidente posso sugerir ciro gomes bolsonaro  bb curiouscatmandcrfpost ",13414,-1
"5577","uiiiiii ciro gomes realmente louco ou se faz de idiotano ganha eleio em s paulo nomaior colgio eleitoral do pas",13419,-1
"5578","parece ciro gomes conseguiu objetivo chamar atencao entrevista roda viva nunca vi tanta analise incomodada pato amarelo revistaamalgamabrcirog omesentrevistarodavivaerros",13420,-1
"5579","assistindo roda viva ciro gomes o cara e bom youtubeuwhgtqtwqk",13421,1
"5580","nao inimigo numero tucanos e ciro gomes o bolsonaro ta outro patamar eu acho tucanos querem ter alguma chance nessa eleicao lancar doria",13424,1
"5581","brilhante fabio",13426,1
"5582","se mente tanto pra eleger imagina ganhar",13427,0
"5583","os tais grevistas conseguiram tudo tudo tudo q quiseram governo temer decepciona totalmente fraqueza falta eleicao ciro gomes completar show horrores",13434,1
"5584","o preparado experiente adequado momento pais enfrenta ciro assertividade escolha",13442,3
"5585","como disse desde  defende tributacao baixa consumo equilibrada renda reduzindo peso classe media pobre elevando escalas ricos assim principais economias mundo fazem",13443,-1
"5586","rapaz dificil com urna eletronica bonoro e eleito com militares cagoes chance intervencao ciro gomes vai perder pro alckmin enfim cenario caotico dificil previsao",13444,-4
"5587","perdemos pedro parente agora imbecis podem comemorar e podem pra ficar ainda melhor elegerem ciro gomes bolsonaro o pior ser brasileiro e assistimos varias vezes filme aprendemos obrigado todos tornaram caos possivel",13445,-1
"5588","com certeza esquerda vai dar esquerda vai dar ciro gomes o nordeste norte vao votar nele peso",13446,-2
"5589","pq ciro gomes e infantil sabe controlar twittergallinarista tus",13449,-1
"5590","tenho nulo",13450,-1
"5591","pode ficar melhorpior alckmin desiste vai pro senado doria presidenciavel flavio rocha viceskaf leva governo sp mdb apoia doria troca gov sp ciro gomes bolsonaro disputam segundo turno mas chances ganharbolsa k globalistas pau duro",13452,-1
"5592","como votar cangaceiro bipolar mudou partido umas  vezes",13454,-2
"5593","fica vontade pra acredite convem influencie outros acreditar e acusado mentir crime deve provar inocencia isso e etico sr honesto se insistir vou comecar imaginar senhor honesto",13456,0
"5594","partido nacional socialista alemao partido adolf hitler algo familiar partido trabalhadores socialismo hitler marxista utilizou teoria divisao classes propagar odio alemanha assim pt divide brasil",13462,-3
"5595","pesquise melhor ainda impedido candidatar primeiro julgamento permitido candidatar junto bolsonaro entao facafavor",13466,1
"5596","discutir petista e igual jogar xadrez pombo ele vai detonar tabuleiro todo cagar cima sair peito estufado cantando vitoria",13468,0
"5597","gostei video youtuberjlfitdtlsao fim de ciro gomes bernardo kster censurado bolsonaro presidente ",13469,-1
"5598","gostei video youtubeznibnlaeab ernardo kster vdeo censurado sobre ciro gomes",13473,-1
"5599","seu lula e amigo ditadores  mandou deportar dois atletas cubanos solicitaram asilo aqui pais e canalha respeita mulheres proprio partido grelo duro",13475,-2
"5600","faca associacao honesta adolf hitler jair bolsonaro alias comece falando partido hitler pertencia vamos la to aguardando comece falando porque e bolsonaronazi",13476,-1
"5601","ciro gomes deu informacao programa roda viva frente economista andre perfeito spinelli contestou ciro deve estar bem informado",13481,1
"5602","lula sobre ciro gomes bom quadro e lider conexaocidadelulas obrecirogomesbomquadrohtml via",13482,1
"5603","gostei video youtubedsmcwnapefoab ernardo p kster censurado tv cultura video ciro gomes roda",13485,-1
"5604","aparentemente confuso e texto pois basta ler final confirmar q percebe desde inicio intencao clara d semear ceticismo politico d colocar ciro gomes mal menor d puxar candidato progressista pcampo neoliberal e ainda defende parente",13488,0
"5605","dificil hoje dia infelizmente hehehe",13489,-1
"5606","hahaha eu sonhei ensinado economia ciro gomes sala aula xingando fascista viadooo",13491,-1
"5607","ciro gomes x bolsonaro saneamento basico youtubeommtghu via",13494,0
"5608","acho prazer ver ciro gomes perder ver dilma planalto lula preso",13495,-2
"5609","parabens coragem eu acredito ninguem aceite fazer parte sistema politico brasileiro corrupto mundo dito democratico aceitar presidencialismo coalizao portanto candidatar e aceitar sistema corrupto corromper",13496,-2
"5610","ciro gomes culpa imprensa exacerbacao moralista sociedade diz vai prender manifestantes eleito imprensavivacirog omesculpaimprensahtmlm",13497,-1
"5611","candidatos presidencia requisito numero zero acabar reeleicao o dizem lula presidiario pode ser presidente",13498,-1
"5612","eu acho avenida presidente ciro gomes ta abrindo forca totalcarentes lider carismatico populista vao perceber bozonaro e banana vao bandear tudo pro lado",13499,-3
"5613","olha analise entrevista roda viva ciro gomes feita bernardo kster acreditar nesse candidato e indubitavelmente idiota",13500,-1
"5614","ciro gomes sabe fazer ele caminho pedras porque ministro fazenda participou implantacao plano real dia deficit economia em pnd vai valorizar bens industrializacao nacionais",13502,2
"5615","ah gente aguento escroque chama escroques generico eserio levantar empresa sucateada governos petistas parente pt apoiado escroque ciro gomes defensor bandido curitiba cheio interesse falacias da nojo",13505,0
"5616","vi video sobre ciro gomes boulos muito bom parabens",13506,1
"5617","ciro gomes culpa imprensa exacerbacao moralista sociedade diz vai prender manifestantes eleito imprensavivacirog omesculpaimprensahtml",13509,-1
"5618","visao profundidade boulos vai invadir expropriar propriedades privadas ciro gomes implantando controle social midia aumento impostos extinguindo democraticamente la maduro pensa diferente bolsonaro e oportunista visao twitteralvaromsantos status",13510,0
"5619","tentei abri link consegui por fonte banco central via facebook pq banco central direto vamos deixar profissa servico pro cidadao pro verdade",13512,0
"5620","mas acusando q pode confiar e vc logo mesma regra aplica estou aguardando show contraditorio vc vai apresentar",13514,-1
"5621","melhor analise li sobre ciro gomes roda viva epocagloboampeconomiam onicabollenoticianaomacroncacacirohtmlutmsourcetwitterutmmediumsocialutmcampaigncompartilhardesktoptwitterimpressiontrue",13516,1
"5622","nao e show amigo minimo coerencia quem acusa deve provar deveria apoiar ideia cidadao amanha pode ser acusados algo",13517,2
"5623","gostei video youtuberjlfitdtlsao fim de ciro gomes bernardo kster censurado bolsonaro presidente ",13518,-1
"5624","eu voto bolsonaro salvador patria unico possa moralizar brasil marina lula saia ciro gomes chavista lvaro dias respeito segunda opcao acusacoes recebimento proprina amoedo apoia queer museu acha normal flavio twitteralvaromsantos status",13519,0
"5625","essas agencias seguem cartilha esquerda pra ser mentira depende mentiroso",13520,-1
"5626","raciocinio errado amigo quem acusa deve provar justica maior referencia funciona assim se disserem furtou objeto prova ja pensou",13522,0
"5627","ciro gomes cita discussao maquiavel sobre principe ser amado temido apesar ideal ser amado",13523,1
"5628","assisti ontem roda viva ciro gomes tirando discordancias da pra negar cara discurso bom",13524,1
"5629","alguns safados ciro gomes deve estar feliz comemorando twittervejastatus ",13529,1
"5630","uma fonte vamos checar assim tempo livre sugiro trazer menos fonte sempre quiser desmentir alguem fica palavra contra outra credibilidade resta agora checar e fonte segura valeu",13530,-1
"5631","vai la amigo da show agora",13534,1
"5632","ciro gomes e unico candidato preparado ser presidente brasil e ficha limpa",13536,1
"5633","gente vamos olhar conjuntura nao descartem ainda nao inimigos tudo ainda e incerto pelo menos acho devemos evitar ataques",13538,0
"5634","concordo declaracao bombstica ciro gomes sobre relacao geraldo alckmin pcc absurdamente ignorada fact checkers etc tinha ser  pagina tudo e jornal sp mas imprensa paulista nunca gostou incomodar santo ne twittercahcamilarvs tatus",13541,0
"5635","ponto pra aqui discutindo alto nivel",13544,0
"5636","fato q invalida contribuicao grandiosa nao trata criatura mitologica e homem pratico contrario uns parasitas estado",13551,1
"5637","poderia ter explicado vai funcionar mecanismo melhor historico honestidade aprofundar tema video ia ficar grande",13552,1
"5638","o termo compromisso e pratica interessante vai depender ele vai ter embasamento pra tirar pessoa cargo claro pode propor mudancas legislacao pra parar pessoal legislativo mas vc viu fizeram  medidas contra corrupcao",13556,1
"5639","entao genio e ciro gomes semi analfabetocredow",13557,2
"5640","nao querido diferenca vcs e ratos estimacao problema  poderes contra privilegios infelizmente lei",13559,1
"5641","eu discurso ciro gomes e enfadonho mediocre autolaudatorio revelador ele partido voto propostas apenas ego",13562,-3
"5642","fique vontade tentar rebater a fonte e banco central aqui lfacebooklphpuhttps aff",13564,-1
"5643","o pt maior ameaca soberania nacional aliancas paises bolivarianos vendendo patrimonio brasileiro emprestimos secretos entrega capital petrobras financiar tais ditaduras bolivarianas ciro gomes cumplice disso tudo",13566,0
"5644","qdo presidente espero indique pra ocupar ministerio meio ambiente pasta volte ter relevancia destaque nunca poderia ter perdido",13569,-1
"5645","ai senhor ciro gomes conseguindo jogar gasolina bagacada antes ser eleito irresponsavel",13570,-1
"5646","bolsonaro ciro gomes qualquer tronco arvore capacidade racional maior bolsonaro entao eh meio obvio curiouscatviniisfcpost ",13571,1
"5647","youtubeuwhgtqtwqk melhor coisa fiz assistir entrevista candidato ciro gomes roda viva facam comparativos alguns chamam ai mito",13575,1
