text	sentiment
moral  nao sei pior  aecio dilma 	negativo
segundo turno mudabrasil aecio   chupa dilma rousseff 	negativo
dilma rousseff aecio neves segundo turno cade marina silva  alguem viu 	negativo
aecio neves quase empatado dilma  valeu nao deixou influenciar falsas pesquisas	negativo
puta pariu  dilma nao pode ganhar novo	negativo
 vemprarua  voto dilma	positivo
ate momento dilma segue frente votos seguido aecio marina 	neutro
 qualquer melhor marina  aecio dilma   ainda prefiro dilma kkkkk	positivo
ta moda falar internet vai votar dilma ne  manifestacoes historia outra	neutro
la vem porra dilma  pqp	negativo
dilma     aecio    	positivo
dilma ganhar vou fazer rolezinho todos finds	positivo
candidato pra segundo turno contra dilma tera voto	negativo
brasil una buena domingo gana dilma  algo celebrar	positivo
mt   segun sondeos  tendriamos segunda vuelta dilma y aecio el  octubre brasildecide	negativo
diferenca dilma pro aecio ta pequena	negativo
creio    apuracao oficial dilma      aecio      marina    	neutro
to indo pro acre porque acre nao alckimin  nao dilma   nao nada  so mato curupira	neutro
chupa dilma 	neutro
contrario nordeste ta crescendo dilma nao ser presidente ai vao esquecer nordeste nao crescer	neutro
secoes apuradas pais  dilma aecio      marina      gglobopoliticaeleic oesrjcobertura votacao apuracaoglb feed postcaae 	negativo
minas aecio governador dilma ganhou  preciso dizer algo   	positivo
apuracao oficial dilma      aecio      marina    	neutro
   boca urna dilma aecio disputam segundo turno  abraivflsv  agora facil 	positivo
eita dilma aecio genteeee	neutro
querem tirar dilma pt comando oportunidade vao reelegem revolta	neutro
dilma igual monica  guarda roupa so deve ter saia blazer vermelho shuahsua	neutro
marina caiu bastante heinefeito comocao morte eduardo campos  acabou dilma   aecio    marina  	neutro
votou marina provavelmente nao vota dilma  logo acho aecio ganha 	positivo
gigante acorda dorme novamente  dilma frente  aff       	neutro
agora  nego quer dilma transforme brasil cuba  ai pika	neutro
vou falar pro papis votei dilma shuahsua	neutro
 poxa  bom menos minas ganharia dilma ne amigo	positivo
parcial brasil  quase   apuracao  diferenca dilma aecio bem pouco	negativo
dilma toma toma	neutro
dilma dnv aa vsf	neutro
dilma   aecio    beeiiiii	neutro
dilma frente mano 	neutro
nao creio dilma vai ganhar porra cara pqp	positivo
 ms aecio    dilma    marina  obs todos institutos pesquisa diziam marina liderava aqui kkkk sei	neutro
parece eduardo campos ultrapassou dilma hein  vamos acompanhar	neutro
vaca dilma vai ganhar dnv	positivo
brasil dilma ta ganhando ainda	positivo
rt  aecio apenas   abaixo dilma  virada espetacular brasil decente	positivo
maaaano  tudo pra chegar votar dilma   	neutro
senhor alguem pode defender dilma marina          cara inaceitavel	negativo
dilma nao tudo voto fodendo	negativo
festa despedida dilma casa hein galera vlw flws	neutro
ah cara qlq ai  dilma   aecio marina ia fazer mesma merda  vao tudo fuder brasil msm	negativo
dilma   aecio   vontade mudar pra outro pais  	neutro
aecio menos rouba menos q dilma 	negativo
sorpresa en brasil dilma     neves    y marina   	neutro
 turno dilma aecio ja to imaginando merda brasil vai tornar	neutro
operacaobetalab danilo gentili faz video piada voto dilma vai ditadura cubana   sdv timbeta	neutro
dilma   aecio   pictwitterdtntyxbxe	neutro
povo idiota votar dilma novo	negativo
dilma dice quiere vigliano cuente sus votos  ella siempre apoyo riber	positivo
  diferenca aecio pra dilma hahahaha	positivo
pernambuco  ate agora  dilma perde   	negativo
mano  x  pra dilma pqp vei nao brasil	neutro
 nao sei pior povo votou aecio dilma	negativo
 dilma	negativo
fala nd desses brasileiros  reclamam  reclamam reclamam votam dilma   pqp	neutro
fez  certeza dilma vez muita coisa nordeste fez muita bolsa	positivo
dilma             detesto 	neutro
olha ai aqui brasilia quase ngm votou dilma   so nordestinos cara	neutro
pra vc ta pensando votar dilma  turno  tomara q caganeira n consiga votar antes vc merda pais inteiro	neutro
fooooora  pt     cansamos tanto roubo        urnas apuradas  dilma   aecio          	negativo
acho ate bom aecio ganhasse presidente  pode mudar pais  caso queira dilma faria diferente  quase nada	positivo
prefiro segundo turno dilma contra aecio 	neutro
serio brazel  rt    urnas apuradas  dilma votos  aecio marina    owlyciuq 	negativo
  diferenca aecio dilma   cara  melhor imaginava  vota	positivo
dilma aecio segundo turno  nao voto aecio pagarem	negativo
ta loco dilma vai ganhar	positivo
nao passa ar rt   dilma  aecio  cu nao passa agulha nesse momento	neutro
atencion  dilma rousseff  hora y segun el conteo votos  va ganando las selecciones en brasil	positivo
nao vai nao  nao computaram todos votos nordeste la dilma forte	positivo
nao va votar feliz dilma   	positivo
vou ficar caladinha  sobre certas coisas q tou vendo vou continuar falando dilma aecio	positivo
 acho q dilma ta frente	neutro
dilma frente  hum  sei nao hein cheirando mal pra mim	negativo
dilma ja preparando metralhar aecio chupadilma	neutro
dilma ganhando rio janeiro nao nao nao	positivo
genteee aecio  alcancando dilma        sentindo esperancosa	neutro
 sim haha pior ter tido todos protestos dilma continuar liderando	positivo
coisas estao mudando  vixe  dilma   aecio   marina silva    	neutro
povo quer tanta mudanca vota dilma   cada populacao representante merece	positivo
sertao nordestino seca ainda votam dilma   olha	neutro
dilma nervousar	neutro
dilma ta ganhando seno todos lugares vi aercio tava frente	neutro
queria brasil grande baile dilma aecio coroados todo mundo sairia pais deixando so dois aqui	positivo
votar dilma   porque manja vota nela olha ai  youtuberruooaxsc t  s 	neutro
tava contando porcentagens pra mae ai chamei gatos dilma	neutro
dilma ganhando nortenordeste vai discutir sobre bolsa familia cidadao roda baiana	neutro
ok rt  votou dilma pode dar unfollow 	positivo
nao gente nao  dilma nao gente	neutro
gnt n altas cidades votos tipo  p aecio p dilma   tipo oi oi oiiiii	positivo
marina apoiar aecio dilma perde segundo turno	negativo
tentando enfiar cabeca infelizmente vou ter aguentar pessimo governo dilma anos	negativo
mano aecio dilma   conformo mano assim  dar falam q querem mudanca pais votam neles  faz sentido cara q merda	negativo
povo fica ai n sei qm votar ngm presta vota dilma   bando escroto	neutro
dilma aecio   eita  deus       	neutro
brasil segun conteos oficiales  pasan vuelta la pdta dilma y aecio neves derecha 	neutro
dilma ganhar desisto brasil vou p eua           assim	positivo
votos apurados  dilma aecio    primeiro pensamento mentiu nao convenceu eleicoes	positivo
  queria dudu dilma aecio prefiro dilma	neutro
  dilma kakakaka	negativo
povo brasileiro fez toda manifestacao agora ta votando dilma simplesmente nao entendo	neutro
aecio fala tanto melhorou minas  ja falei pessoas minas disseram q continua mesma merda tanto q dilma ganha la	positivo
aecio q ganhar dessa dilma   mulher fdp	positivo
efeito lula nordeste dura ate hoje dilma la sempre ganha la	positivo
simplesmente aecio segundo turno  haha tchau  dilma 	positivo
terrorista dilma n cuidar  aecio passa ainda hj hein kkkkkkkk	neutro
 antes dilma q aecio fato  torco futuro proximo luciana genro quero malafaia calado engolindo seco	negativo
aecio encostando dilma hein	neutro
neste momento dilma norte nordeste fazendo diferenca pictwitterabjojirtn	neutro
dilma    aecio    marina  	positivo
gente dilma   pezao porque          	positivo
sim  aecio ganha parana dilma la pra cima pais so	positivo
     votos apurados sp aecio dilma   marina   luciana genro  maoe 	neutro
mds         votos pra dilma    	positivo
falar mal nordeste preconceito olha ai ta votando dilma 	negativo
dilma ta frente  tomaaaaaaaaa	neutro
   diferenca aecio dilma  pode arnaldo  	neutro
  apuracao oficial  aecio  dilma  marina	neutro
 dilma merda ne  kjsakjsa pensa lado bom  estudar dia todo  nao vai ser manha tarde toda so aula sala	positivo
 dilma     	neutro
aqui dilma ta ganhando tbm gen 	neutro
presidente   dilma  pt    aecio psdb    marina psb   	neutro
dilma ta ganhando nao pode ser omg	neutro
 secio dilma	neutro
ta porra  aecio ta dilma   tomara aecio ganhe dessa vadea	neutro
brasil resultados provisorios presidente     escrutado  dilma    neves    silva    pictwittertmnabbtsdm	neutro
medo nordeste so apurou   urnas pessoal la sempre fode tudo eleicoes diferenca dilma vai aumentar pena	neutro
hora apurar nordeste  dilma dispara	neutro
cacete  rs dilma ta frente	neutro
aecio dilma segundo turno espero todos votaram marina  luciana  eduardo  etc  votem aecio  pq roubo so n ve qm n quer	negativo
bom saber brasil nao quer dilma	positivo
resultado parcial eleicao presidencial surpreende quase   votos apurados diferenca dilma x aecio apenas  	positivo
dilma vcs aecio	neutro
cu p dilma	neutro
ok  dilma ganhar vai ter q ter protesto	positivo
puta pariu peto jeito vai ter dilma aecio turno tomara acre salve eleicao	neutro
al   dilma primera  esas son elecciones  terminaron despues  resultados antes	positivo
  dilma   aecio   marina   luciana   urnas apuradas todo pais dificilmente nao segundo turno	neutro
fala mal dilma ate morrer  lincha mulher  faz protesto  pra votar nela  olha nao entendo	neutro
presidente  dilma     aecio   	neutro
aecio supera marina vai segundo turno contra dilma 	negativo
problema vcs q votam dilma   pqp	neutro
pesquisa boca urna ibope  votos validos  exclui brancos nulos  mostram dilma   	neutro
 acho subida aecio deve ultimo debate  seguro sagaz  arrasou dilma 	positivo
dilma aecio  pesquisas indicavam marina margem erro dilma ate inicio semana passada 	neutro
 vim ditadura criar plano real  aconteceu  governo pra estabilizar dilma elevou tudo	positivo
quero morre nesse segundo turno aecio dilma	neutro
   boca urna dilma aecio disputam segundo turno  abraivflsv  finalmente  cara   	negativo
aecio coladinho dilma  boabrasil        	positivo
cidade ta ganhando tia shrek  vulgo  dilma 	positivo
dilma primeiro vai toma cu	positivo
so falta marina apoiar dilma segundo turno	negativo
en un pais con tanta poblacion homosexual brasil marina responde con negativa ante pregunta sobre el matrimonio gay  resultado dilma  	positivo
lo escrutado dilma rouseff    aecio neves   marina silva    brasildecide	neutro
noticias en brasil  solo  puntos diferencia dilma y aecio ahora y marina silva tercera lejos  divulgatsejusbroficialindex  	positivo
brasildecide primeros datos dilma rouseff    neves    silva  	positivo
dilma lixo  ibope datafolha sao lixo  aecio presidente	neutro
dilma ganhando minas realmente nao esperava	positivo
to vendo q vai dar segundo turno dilma aecio desisto brasil    	negativo
agora dilma ganha   povo desgracado comeca encher saco dilma dilma votaram nela aguentem agora  	positivo
dilma vai chegar ne segundo turnop	neutro
dilma   aecio   y marina   con todo el palo le dieron dilma   va ganar igual 	positivo
q gente rt   exterior     urnas  aecio    marina    dilma    luciana   	neutro
dilma lixo ainda gente coragem votar nela merda desse pais n vai pra frente tanta ignorancia	positivo
dilmapravencer apuracao    dilma    aecio    marina   	neutro
 vo votou dilma tambem  caso  expulsei casa	neutro
duvido q dilma ta ganhando impossivel  votou nessa mulher  merece uns tiros    	negativo
ue gente segundo turno nao ia ser marina dilma   hahaha nao deixe levar midia	positivo
am   apurado dilma primeiro  aecio segundo  elfa terceiro	positivo
eduardo jorge marina silva apoiarao dilma turno   acho ruim hein acho q vai guenta  aeciodevirada	negativo
dilma ganhar vou vender mercado negro	positivo
segundo turno gg dilma	negativo
vamo dilma porraaa	neutro
 dilma    aecio   vao pra segundo turno aecio vai virar politica pra todo lado	negativo
dilma ta deitada chao planalto rindo gente nao votou nela	neutro
dilma vence buenos aires dilma vence cuba dilma vence venezuela dilma vence coreia norte dilma ta tudo	positivo
segunda vuelta en brasil le alcanzara dilma  	negativo
con el   los votos escrutados dilma rousseff   y aecio neves   inminente segunda vuelta el proximo  octubre	negativo
dilma ganhar vou embora brasil	neutro
esperando aecio ganhe  dilma nao 	negativo
vuelta dilma y nevez	neutro
ainda acho dilma leva 	neutro
tapa cara pra prefere dilma aecio	neutro
obrigada nordeste  dilma liderando parciais regiao norte nordeste pais  vergonha ser paulista 	negativo
pesquisa boca urna dilma    aecio   marina   depressao domingo  	neutro
dilma pesquisas  ninguem participa  ganhava ate entao  ja urnas aecio quase mesma porcentagem dilma  	neutro
protestou ano passado nao pode ter votado dilma   nao possivel	neutro
ah deus  fe deus dilma ganha segundo turno muita fe  muita 	positivo
aecio so   atras dilma	positivo
claro  segundo turno marina dilma nao devera ocorrer aecio isolado segunda colocacao	negativo
 dilma amor  dilma vida	positivo
to cara milhoes brasileiros ruas querendo mudancas verdadeiro protesto vao votam dilma	positivo
desculpem   turno dilma aecio  voto dilma  aecio jamais vai ter voto	negativo
votei marina coracao livre  ja vou adiantar turno vou aecio dilma	positivo
wahlen in brasilien momentan sieht es nach stichwahl zwischen dilma     und aecio     aus  fllt auf   eleicoes	neutro
tanta manifestacao pra nada burros  rt    gigante acordou pra votar dilma novo  melhor ficar dormindo msm	positivo
dilma aecio   marina  	neutro
aecio tanto gaba deixou minas aprovacao  ta perdendo lavada dilma 	positivo
dilma aecio oh deus 	neutro
pfvr alguem mate dilma aecio	neutro
cara governou estado perdeu pra dilma la hahahahahahahaha	neutro
xingando leandro pq votou dilma	neutro
noticias sondeo pie urna dilma rousseff lidera las elecciones presidenciales en brasil  dlvrittkmc	neutro
disse so voltava dilma liberasse maconha	neutro
bora jogar macumba dilma	neutro
problema dilma sempre usa discurso n votarem mim bolsa familiacasa vida acaba	neutro
dilma  porcento aecio  porcento vai 	neutro
dilma    aecio   eita giovanna	neutro
apuracao eleicoes  vempraurna eleicoes  dilma aecio vai enrrabar turno pictwitterjtbnqaw	neutro
dilma  aecio 	positivo
dilma vai ganhar  ae brasil  continuamos merda	positivo
dilma     	neutro
caralhooo imagina aecio fica acima dilma 	neutro
dilma nao pode ganhar fez merda nenhuma pra mudar pais nesses  anos contrario fez investir merda copa onde brasil perdeu	negativo
dilma x aeciovoto dilma    	neutro
q todos forninho universo caiam dilma so vez dilma	neutro
queria ver cara pessoal paim reuniu pra churrasco porque dilma vai ganhar primeiro turno	positivo
dilma aecio     batemosss	positivo
pontos positivos dilma pode sim perder luciana 	positivo
 vou tentar convencer todo mundo votar dilma convidarem vou pra rua distribuir santinho dilma haha	positivo
caramba    dilma vs   aecio  loucura	negativo
dilma ganhando minas tipo coringao ganhando sao paulo morumbi	positivo
 fazem conta estado  ai exemplo dilma pode ter    rio grande sul acre kkk	positivo
   urnas apuradas dilma    aecio eita porra	negativo
primeiro protestos aumento passagem pec   tirar dilma incialmente  virou bagunca	positivo
mano vcs reelegerem dilma dkfgvbhjniewdgrefc puta merda	negativo
internacionales sondeo pie urna dilma rousseff lidera las elecciones presidenciales en brasil  dlvrittkkj	neutro
marina aecio dilma prefiro morte	neutro
falta   ainda nordeste  dilma vai melhorar	neutro
dilma aecio  	positivo
aecio vencendo sp  sc  pr  rr  ro  mt  ms  go  es  df exterior nao pouco nao dilma aecio aecio aeciodevirada	neutro
dilma aecio neves 	neutro
dilma novo nao d	neutro
eleicoes   secoes apuradas pais  dilma aecio      marina    	neutro
vcs vao ficar falando aecio dilma parar agora  puta merda colegas	negativo
dilmapravencer apuracao oficial dilma      aecio      marina     dilma frente sempre	neutro
aecio ta pertinho dilma   eita	neutro
quero dilma vai toma c	neutro
dilma so veio pra estragar br	neutro
bahhh nao esperava q aecio encostasse tanto dilma	positivo
brasildecide los momentos dilma y aecio neves pasan vuelta	neutro
saiu ibope diferenca dilma pra marina kg 	neutro
 dilma ganha todos estados cu	positivo
sondeo boca urna en brasil anticipa segunda vuelta dilma rousseff y aecio neves	negativo
amigos sinto dizer dilma dnv	negativo
aecio ta perto dilma porque norte nordeste nao apuradas 	neutro
dilma aecio prefiro dilma sorry not sorry	negativo
 segundo turno  dilma x aecio	neutro
  votos apurados  gglobopoliticaeleic oesapuracao votos presidente  dilma x aecio segundo turno	neutro
aecio grudado dilma socororororor	neutro
aecio precisa ganhar dilma turnooo	positivo
 milhoes votos frente dilma  previsao aecio neves minas gerais	neutro
vamo votar dilma   trouxe tomorrowland pra ca carai	neutro
puta merda pensei diferenca porcentagens dilma aecio maiores	negativo
parcial   apurado dilma   aecio   marina   nunca confiei pesquisas	positivo
 voto contra dilma  fiquei neutro disputa votando eduardo jorge  otimo aecio conseguiu tanto voto	positivo
  dilma   aecioo   fechadocomaecio 	neutro
voces devem ter muita merda cabeca pra votar dilma raimundo	negativo
escolher dilma aecio mesma coisa escolher bonde stronda cine	neutro
dilma    aecio   marina   xiii oia dilma cortando pulsos segundo turno casa pt ta caindo	negativo
serio dilma aecio     	positivo
ai comeco pensar  ganha dilma aecio marina brasil fode  fode  fode	negativo
      urnas apuradas dilma     aecio     marina    pior lula imaginava fb	negativo
so votei aecio pq marina tava caindo pesquisas  qualquer menos dilma cara  pqp	negativo
olha dilma ta cola  so pena nordeste votam nessa bixa	negativo
aecio pode esperar sentado marina apoiar apoia dilma nao apoia ninguem 	neutro
ah nao  pessoa vira black block  sai quebrando tudo  vai tarde noite participar manifestacao vota dilma kkkk tchau cara	negativo
melhor dilma ganha q marina ne	positivo
aecio   votos   chupa marina   chupa luciana   chupa dilma   rumo virada 	negativo
pode chamar hipocrisia porque vcs ficaram la vemprarua pra votar dilma  	neutro
aecioexterminadordeptralhas boca urna dilma aecio disputam segundo turno  vejaabrilbrnoticiabrasil boca urna dilma aecio disputam segundo turno  via 	negativo
dilma    aecio   pictwitterlbdzgac	neutro
dilma sido boa presidente  nao segundo turno	positivo
ibope boca urna aponta confronto dilma aecio  turno politicaoe  	neutro
 tb prefiro perder minas ganhar todos outros lugares vale lembrar jogo sujo dilma   pimentel correios	negativo
contra dilma	neutro
 alem vota marina nao vota dilma    aecio win	positivo
 porque aqui ibope dizia dilma larga vantagem sobre aecio  nao confio pesquisas	positivo
nordeste ama dilma   vish ja vou ouvir cri cri cri alguns sulistas	neutro
senhora caralhos voadores  acho dilma ganhou 	positivo
   elecciones en brasil habria ballottage dilma rousseff y aecio neves  segun sondeos boca urna  lanacionar	neutro
aecio  dilma  puta q pariuuuuuuuuu orgulho socorro vai tucano	positivo
boca urna errroooouuuuu vez   kkkkkkkkkkkkkkkkkk   dilma    aecio    marina  	neutro
aecio vai fica frente dilma turno destruir turno vamosmudaressaporra  	negativo
taca pau  dilma   taca pau nessa marina  dilmamudamais coracaovalente chupamarina eleicoes	neutro
dilma aecio aqui aecio  cara bom leva folha pro debate	positivo
  stemmen geteld  uitslag nu nog gunstiger voor aecio dilma    aecio    en marina iets meer dan  	positivo
   urnas apuradas dilma aecio marina     	neutro
amigo ruim dilma pior dilma  triste	negativo
agora dilma aecio nao sei d	neutro
tl baseada xingamentos pra vota dilma significa sigo pessoas certas	positivo
  apuracoes  aecio encostando dilma  parece pesadelo	positivo
odio dessa dilma	negativo
pesquisa boca urna aponta confronto dilma aecio segundo turno   	negativo
adiantou protesto ano passado  msm povo q tava rua gritando vem pra rua  nao pl   centavosetc votou dilma  	positivo
ficam falando mal dilma n sabem aecio vai tira bolsa familia pessoas pobres ganha tal	negativo
dilma ta ruim  aecio sera pior  povo minas diga	negativo
acho so vejo brasil indo so pra pior cada vez dilma ainda aecio faze neh vergonha	positivo
deu aecio dilma  apoio dilma	neutro
apura votos logo nordeste pra dilma alavancar pouquinho  jesus	negativo
 votou dilma pictwitterjfkvdhu	neutro
dilma ganhando  digo povo burro 	positivo
dilma    aecio    marina   	positivo
dilma deve ta rezando fazendo macumba pra tentar levar segundo turno	negativo
brasil merece dilma aecio 	neutro
  los votos escrutados dilma roussef      aecio neves     y marina silva   segunda vuelta  eleicoes	negativo
nao acredito dilma vai ganhar novo mano	positivo
aqui rs dilma  x  aecio	negativo
vdd rt   dilma  aecio  cu nao passa agulha nesse momento	neutro
tia dilma poder	neutro
dilma ta ganhando vai fuder	positivo
dilma   aecio   pictwitterugzuolwem	neutro
ja vi aqui milhares fotos dilma perdendo lavada  dai sai apuracoes dilma ta frente  vai vendo	neutro
enfim  povo acordando pra senhora mequetrefe rt   metade norte brasil hj vive interior sp  toma dilma  	negativo
gente provavelmente tera segundo turno dilma aecio voto aecio euvoteimarina	neutro
sera segundo turno vai ser dilma aecio  	neutro
xuxa renovou pacto nome dilma	neutro
dilma libera wi fi	positivo
urnas apuradas brasil dilma   aecio   marina  	neutro
dilma  dicime siente	neutro
   excelente viva dilma q repita en brasil	positivo
seguinte dilma ganhando  aecio ganhando brasil vai continuar mesma merda	positivo
entristece ver tanta reclamacao dilma continua frente u u	negativo
dilma     aecio neves    marina silva    chupa pesquisa	negativo
pesquisas enganaram legaaaal hein amigos aecio ta perto dilma frente marina	positivo
 sei ne po  porem algo bom  pq dilma ta frente comecar perder capitais melhor 	positivo
 dilma	neutro
globo news falando sobre aecio liderar sp mg ser dilma  sera 	neutro
convenhamos dilma  marina	neutro
  todas urnas apuradas dilma    aecio   marina   dilma   pode comecar arrumar malas sair palacio planalto 	neutro
cheguei  gente dilma ta frente	neutro
dilma ganha	positivo
moral vei  todo mundo comentando p nao votar dilma povo faz oq  vota nela dnv 	neutro
deus dilma   aecio  	neutro
segundo turno aecio vs dilma	neutro
bbc news uk edition rousseff set to face brazil run off   brazilian incumbent dilma rousseff won most votes in th  owlyodgyl	positivo
 to torcendo dilma momento	neutro
dilma ganhar vou desistir brasil mora daqui kkk pq ta dificil brasilmarina	positivo
   urnas apuradas aecio    dilma   olhaaaaa	neutro
 foda marina vao pra dilma  nao volta	negativo
apuracao oficial   dilma  aecio  marina 	neutro
ate turno ja vou ter titulo vou votar dilma msm reclamar voto novo	positivo
fico lendo voces anti  dilma ficonl linha tenue rir sentir desgosto	negativo
dilma prepara cuzinho     vaca	negativo
result of dilma   aecio   marina  make aecio comeback possible but he will still need some major new event or tactic or scandal to win	positivo
 to curiosa  porque pt muitos anos ne  nao consigo imaginar apoiando dilma 	positivo
dilma ganhando aecio minas    kkkkkkk vcs sao uns desgracados 	negativo
aecio vai ganhar dilma segundo turno gloria deus amem	positivo
dilma   aecio   marina   nacional   urnas apuradas	neutro
boca urna dan   dilma rousseff en brasil  wpptwm amz	neutro
primeiro turno dilma     serra    marina    mantendo numeros  marina so segura antes 	positivo
 dilma terminar apuracao menos perde eleicao	negativo
   atencion habria segunda vuelta en eleccionesbrasil  dilma rousseff    aecio neves  	negativo
dilma   aecio   acho ninguem esperava  ne 	negativo
voces falando mal dilma aqui  hora voto primeiro numero vem cabeca voces trouxas	negativo
internacionales sondeo pie urna dilma rousseff lidera las elecciones presidenciales en brasil  dlvrittkcn jpsuvmontes	neutro
ainda falta nordeste  dilma vai subir ainda	positivo
acho q dilma reeleita vou insistir p pais pagarem intercambio anos eua	neutro
chances robustas pt sair poder dilma aparece abaixo esperado aecio surpreende	positivo
aecio ta chegando  chupa dilma vaca	negativo
aecio dilma  votaria marina	neutro
protestos ter silfies gente votei dilma motivo trabalhista 	positivo
achando marina podeer  povo burro mzr vota dilma	negativo
affs  desculpa emocao  odeio dilma 	negativo
urnas parece q esqueceu epoca copa qndo dilma vaiada todos votou nessa mulher 	neutro
presidente secoes apuradas pais  dilma aecio      marina    	neutro
voce reclama dilma votou aecio marina  sinceros vai fuder	positivo
eleicoes  dilma  falo  vou  transformar brasil     eeh nda	neutro
voces votam dilma nao viram campanha ultimas eleicoes  porque nao cumpriu porra nenhuma  pegou jeito  devolveu pior	neutro
 turno dilma aecio  pictwittertgvner	neutro
aecio ta frente dilma     	neutro
gente vai toma cu porra fizeram votaram dilma ta ganhando obg foderem brasil novamente burros	negativo
 pra dilma   rapaz	neutro
 milhao votos parana aecio nao engano diziam q dilma venceria la	positivo
  diferenca aecio dilma  agora vai disse povo burro  chupa pt  ai ibope datafolha 	negativo
nao creditando dilma ganhando tudo fez errado ainda povo votou nela  	neutro
dilma ganha culpa nordeste  so	positivo
mim  dilma poder  nao vai mudar nada menos psdb	negativo
nao gosto dilma   tambem nao quero aecio ganhe zzz	positivo
aecio apenas   atras dilma ate agora  to surpreso pra caramba	positivo
dilma nao deveria ter ido pro  turnoo  odio	negativo
deus tanto protesto pra final dilma ganhar kkkkkkkkkkk pais idiota	positivo
queria entender reclamam tanto brasil votam dilma 	positivo
dilma recebe votos pessoal recebe bolsa familia  nao 	positivo
escolher tucano dilma putaquepariu	neutro
eleicoes  boca urna dilma aecio disputam segundo turno coberturablogcaioliveira	negativo
dilma ta frente   kkkkkkjkkk porra  vamos votar aecio ai ein	neutro
aecio perto dilma  chocado 	negativo
affs ja saiu resultado urnas apuradas   turno sera quenga gorda dilma aecio marina nao chances  	neutro
dilma aecio previsivel to envergonhada feliciano ser votados	positivo
 n to entendendo pessoas falando q prefere dilma doq outra pessoa	negativo
ai voce percebe quanto brasileiro burro saber dilma ta  oo povo imbecil	negativo
dilma bosta bosta ne	neutro
 nao  dilma   pro aecio  enquanto	neutro
dilma ganha milhoes pra concertar dentes  faz	neutro
   nego faz protesto ano todo pra chegar eleicao votar dilma 	negativo
dilma aecio melhor ficar menos pior  dilma 	negativo
   urnas apuradas brasil  dilma       aecio neves       marina silva   	neutro
brasil  pais tolos  dilma    aecio   marina  	neutro
 dilma  aecio  eita giovana	neutro
aecio tera explicar razao ser rejeitado estado alem estar atras presidente dilma     	negativo
avisar pro povo protestos nao contra dilma 	neutro
dilma aecio  turno  rapazz	neutro
marina  aecio  anarquia  dilma	neutro
resto pais  dilma so ganha minas  rio grande sul rio janeiro	positivo
oh dilma   pode esperar  hora vai chegar  hora mudanca chegou  vamos acordar brasil   	neutro
nao prever possivel governo aecio sera melhor pior dilma  so passando pra saber	positivo
desprezo votou dilma  agora aecio neves segundo turno  	neutro
dilma aecio segundo turno  certeza	neutro
 ne  tava vendo ali acho vai pra segundo turno dilma aecio	neutro
ano passado botavam pra foder dilma ano vota nela	negativo
aecio magrila selva dilma minas 	neutro
aecio dilma prefiro ver els feliz	positivo
boca urna dilma aecio   marina     valorbru	neutro
eleicoesbrasil boca urna ibope dilma    aecio    marina      	neutro
projecao apuracao comecou pra presidente  capaz aecio passar dilma primeiro turno	positivo
aecio  turno so   diferenca pra dilma ate entao	neutro
dilma  votos aecio  votos marina  votos luciana genro  votos eleicoes	neutro
dilma ganhar mg vou fazer pedido pro tse pra proibi lo usar nome estado campanha	neutro
vcs reclamam tanto dilma   bom aecio vc eleito brasil ficasse pior 	positivo
resultados preliminares dilma    y aecio    iran segunda vuelta la presidencia brasil	negativo
cada s aparece alguem dizendo aecio bosta dilma legal aecio legal dilma bosta	positivo
 dilma     aecio     marina     primeros resultados oficiales con   escrutado 	positivo
aecio dilma menos pior  q falou merda durante  anos quase colocou br buraco maior inflacao mg	negativo
dilma ta ganhando caralho	positivo
oia dilma fechando culaca aecio marinavoltoupraoca	neutro
pessoa comer muita merda pra votar dilma  pedem mudanca podem tentar mudar vai la vota dilma  tnc	negativo
   segundo turno dilma aecio neves    votos apurados  pictwittermvskrlfeph 	neutro
obvio dilma ganha norte  la gente vivia menos dia dilma tirou miseria  vcs nocao	positivo
vou ficar super puta dilma reeleger	positivo
cara  equilibrado pesquisas mostraram grande crescimento aecio  dilma   aecio  	positivo
claro  bolivarianismo neles    dilma vence buenos aires votos  owlyciuv eleicoes 	positivo
 interessante aecio perdendo minas gerais dilma 	positivo
to vendo povo gosta foder votar novo dilma sacanagem 	negativo
falei  manas rt  apuracao pra presidente   votos apurados dilma    aecio    marina  	neutro
ai sim aeciao massa ta cangote dilma	neutro
gente  aecio ta quase passando dilma	neutro
engracado povo brasileiro junho fazer revoltas contra dilma pt  votar nela 	positivo
chupa  dilma  	negativo
aliassssssssssss hoje carinha disse pra votar dilma	neutro
dilma   aecio   ja urnas apuradas	positivo
 ue n dilma    kkkk	neutro
queria saber sao votaram dilma c	neutro
dilma    aecio   uu	neutro
dilma   bando caozeiro  pau  urnas tao sabotadas  sudeste quase todo nao vota 	positivo
dilma   aecio   crrl	neutro
  con smartmatic dilma pierde hagan elecciones con votomanual y otro gallo canta brasil	neutro
dilma   aecio   pictwitterhysdpodis	neutro
segundo turno dilma aecio my anaconda dont 	neutro
nao acredito dilma vai ser presidenta novamente  nao creio	neutro
euvoteimarina populacao burros votou dilma	neutro
 votei votei dilma  pt pt pt	neutro
brasil merda reelegendo vagabunda dilma	negativo
bem  so  pontos dilma aecio  ainda falta voto nordeste diferenca vai aumentar  nao tanto	positivo
kkkkkvendo crislobo reclamando diferenca pequena aecio dilma   nao preco	neutro
 dilma nois	neutro
aecio ta menos dilma   pra empatar	neutro
